     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa
     100          128.39870522        113.75115821         14.64754701        351.37780552        228.01866802     -22665.00881422
     101          129.65618373         94.13704262         35.51914111        549.13556078        188.70140232     -20481.82878821
     102          130.68815945         77.70261112         52.98554833        666.44741604        155.75793836     -10555.55447026
     103          130.40716129         78.63790116         51.76926014        626.98080731        157.63276400       7280.91028141
     104          129.18945783         93.19674795         35.99270987        464.30782003        186.81654469      27154.46423550
     105          128.41741115        104.75493391         23.66247723        348.18830759        209.98538279      39908.39217348
     106          128.90623060        102.63169471         26.27453590        466.64281218        205.72926634      39738.65535028
     107          130.00973490         93.27099391         36.73874099        622.56504113        186.96537363      28203.06846673
     108          130.39509859         91.53875628         38.85634231        651.91122162        183.49303521      11832.67057486
     109          129.57922536        102.62023060         26.95899476        524.05695321        205.70628608      -3670.81583048
     110          128.47701717        115.43101842         13.04599875        314.17033369        231.38601384     -16451.35540750
     111          128.35283941        115.04233244         13.31050697        308.63802940        230.60687751     -26268.97343778
     112          129.37949225         99.87340637         29.50608588        523.19776541        200.20016893     -30790.91937785
     113          130.44161855         84.03274992         46.40886863        665.35863207        168.44695041     -25732.70991293
     114          130.39619677         82.11445921         48.28173756        651.42136131        164.60166127      -9377.12298101
     115          129.35034433         93.59880193         35.75154240        502.52200110        187.62247770      13554.67063256
     116          128.51093309        104.26206613         24.24886695        360.29561402        208.99740995      33551.58985950
     117          128.79728728        102.58095952         26.21632777        440.33156302        205.62756565      42556.96962766
     118          129.81376079         92.28749165         37.52626914        601.71873968        184.99390468      38939.38421993
     119          130.34500730         87.08586549         43.25914181        657.61473698        174.56704058      26755.75513445
     120          129.77430814         94.19591976         35.57838838        567.36563477        188.81942385      10996.35810629
     121          128.77802750        105.94535801         22.83266949        401.47613051        212.37163469      -5634.36499131
     122          128.51574320        108.87638567         19.63935753        371.08948347        218.24699483     -21448.77186967
     123          129.28297395         99.44809707         29.83487689        523.53471153        199.34761972     -32808.12865030
     124          130.18910724         88.07389929         42.11520795        635.69562423        176.54759317     -34285.34838837
     125          130.20737164         87.07747593         43.12989570        609.32442645        174.55022339     -22822.86912872
     126          129.35254282         96.74686308         32.60567974        461.60765893        193.93289002      -1598.86366940
     127          128.62637007        105.45795520         23.16841487        340.14251186        211.39461659      20925.33099761
     128          128.84078843        103.23443514         25.60635329        443.11648636        206.93748322      36344.94704177
     129          129.70674110         92.84077210         36.86596900        606.53670373        186.10297710      41064.21758636
     130          130.21102385         85.96647855         44.24454531        662.65388588        172.32318546      36410.02837798
     131          129.80213928         89.51367995         40.28845933        576.68811101        179.43369010      25209.69015944
     132          129.00362328         98.05731669         30.94630658        412.81526057        196.55974580       9351.20374294
     133          128.77124711        100.86124847         27.90999864        364.61362430        202.18033726      -9165.54441311
     134          129.36844454         94.79597017         34.57247437        503.59001402        190.02224848     -25917.10198695
     135          130.07279482         87.92570632         42.14708851        620.36142865        176.25053453     -34480.68678659
     136          130.03995569         89.76179877         40.27815692        609.74531421        179.93105404     -30353.76271386
     137          129.29304465         99.83278645         29.46025820        480.90524311        200.11874472     -14741.84254891
     138          128.68261680        107.97050546         20.71211134        359.59859676        216.43112234       5800.58295896
     139          128.88635077        105.81629122         23.07005955        430.04243499        212.11291523      23715.23277638
     140          129.63006199         96.02378640         33.60627559        575.07994724        192.48345439      34579.76389261
     141          130.03844619         88.61505525         41.42339094        628.21754412        177.63236158      37532.34619297
     142          129.68307135         89.19641078         40.48666057        553.64810068        178.79771159      32900.20118424
     143          129.07278228         93.14936889         35.92341338        426.46084441        186.72157151      20838.29684477
     144          129.01188924         92.42323752         36.58865172        426.43394826        185.26601263       2832.84060041
     145          129.61097195         86.31192045         43.29905149        562.40263825        173.01563733     -16287.09937971
     146          130.14286251         82.90245005         47.24041245        653.42354374        166.18121990     -29374.37904502
     147          129.91671761         89.26471122         40.65200638        610.97004439        178.93462251     -31164.06665527
     148          129.12113179        102.16756985         26.95356194        448.86334013        204.79890981     -21832.96162324
     149          128.62357193        110.67758597         17.94598596        310.71212403        221.85757164      -6379.60012860
     150          128.95897893        107.91434445         21.04463448        414.61913665        216.31854540       9395.91788637
     151          129.70616164         98.30098779         31.40517386        583.60757215        197.04819408      22130.75868500
     152          129.99266375         91.89531750         38.09734624        644.89619162        184.20777620      30561.84466204
     153          129.53095209         92.62263082         36.90832127        569.14316326        185.66570432      33224.29281022
     154          128.95604422         94.39588441         34.56015981        428.49870821        189.22026087      27961.32961306
     155          129.05791018         89.66623441         39.39167577        405.62246978        179.73949152      14426.35645070
     156          129.81133231         80.01896686         49.79236545        537.35008814        160.40116449      -3409.24765210
     157          130.36055546         75.72560291         54.63495255        636.80043613        151.79494769     -18373.35251443
     158          130.00664089         84.11553623         45.89110466        606.71091330        168.61289882     -24619.25078579
     159          129.05587071        100.17741470         28.87845601        456.17211873        200.80956559     -21371.05814259
     160          128.51407700        110.82714534         17.68693166        320.78687032        222.15736928     -12281.34101929
     161          128.94229089        108.59393530         20.34835558        412.27072439        217.68081198      -1448.42605103
     162          129.79747697         99.19221941         30.60525755        571.60167287        198.83470291       9394.78149434
     163          130.05812977         94.13567048         35.92245929        620.71812262        188.69865180      19751.75585375
     164          129.43287746         96.94652320         32.48635427        525.54908823        194.33311657      27457.07912187
     165          128.72585884         99.28733190         29.43852694        369.59103864        199.02535963      28415.64177799
     166          128.89306704         91.85903182         37.03403522        389.25320297        184.13504013      20167.20292718
     167          129.87777565         77.24697261         52.63080303        575.06973283        154.84459306       5465.69616837
     168          130.61101214         68.99745413         61.61355801        697.16836425        138.30810898      -8633.04066238
     169          130.21985526         77.03109144         53.18876382        665.17026948        154.41185076     -15945.94106864
     170          129.06017567         95.83624507         33.22393060        490.14955506        192.10752041     -15536.48639494
     171          128.35668520        109.41609773         18.94058747        306.11666452        219.32886887     -10947.63454822
     172          128.82857852        108.00913759         20.81944093        388.76535090        216.50856196      -5559.03783372
     173          129.87039220         97.87454336         31.99584884        574.88222996        196.19336946        525.10794883
     174          130.24708463         93.05603890         37.19104573        646.26870463        186.53448786       8716.74049617
     175          129.52293954         98.62148532         30.90145422        559.61223532        197.69064397      17857.50029109
     176          128.57886614        104.78958065         23.78928548        379.52401412        210.05483354      23213.66618490
     177          128.60314746         98.92251636         29.68063110        338.21479036        198.29407253      20405.68782145
     178          129.69796838         81.62283181         48.07513657        517.24870401        163.61617482      10192.84195727
     179          130.70750812         67.99853263         62.70897549        658.12256162        136.30573158      -1382.57657903
     180          130.49727187         71.83394894         58.66332293        648.65371019        143.99397432      -8081.06667362
     181          129.25188590         90.15326563         39.09862027        489.87484383        180.71576473      -8584.65804918
     182          128.30399531        105.83130569         22.47268963        305.45953234        212.14301231      -6353.16052964
     183          128.65257245        105.82253310         22.83003935        381.82400939        212.12542733      -4737.88078371
     184          129.83438613         94.76599061         35.06839552        577.04380511        189.96215328      -3103.31554163
     185          130.44879009         88.64877733         41.80001276        657.17543870        177.69995880       1606.31737057
     186          129.76484513         95.75918637         34.00565876        565.34384543        191.95305323       9851.22629631
     187          128.57702821        106.80414058         21.77288764        349.44108651        214.09309809      17211.58103667
     188          128.30598260        105.75493299         22.55104961        273.46308271        211.98992025      18015.97571919
     189          129.35537878         89.13653113         40.21884766        500.42597562        178.67768046      11185.27149812
     190          130.61383263         71.43247772         59.18135491        684.87335698        143.18920950       1755.15536493
     191          130.69266773         69.88206889         60.81059883        705.41903795        140.08135405      -3842.60505955
     192          129.49879737         85.54746158         43.95133579        558.89829273        171.48324948      -3736.21153126
     193          128.34866238        102.06607937         26.28258302        351.59901579        204.59546815      -1444.81888998
     194          128.48749621        103.62417935         24.86331686        368.56326029        207.71874081       -995.43161566
     195          129.69328982         91.96442424         37.72886558        564.08904478        184.34630337      -2093.63105915
     196          130.54803632         83.39925720         47.14877912        667.96322713        167.17708936       -860.25658815
     197          130.06129477         89.51729446         40.54400031        602.29589324        179.44093553       4871.81234211
     198          128.79564129        103.69372927         25.10191202        397.73248766        207.85815636      12010.11137009
     199          128.21803747        108.74166422         19.47637325        253.44572434        217.97694040      14745.62968708
     200          129.02315044         96.88212366         32.14102678        432.90189613        194.20402516      10548.92403516
     201          130.33696216         79.19099625         51.14596591        622.52637436        158.74146486       2957.64884860
     202          130.70027795         73.65977353         57.04050442        662.55901432        147.65391149      -1995.00962070
     203          129.71373451         85.27787761         44.43585690        537.20945172        170.94285781      -1795.42747852
     204          128.48490554        100.58246126         27.90244429        340.35212644        201.62149733        655.83726057
     205          128.37779714        102.77953078         25.59826637        355.59301501        206.02560954       1123.80837833
     206          129.48148238         90.36962945         39.11185293        561.21017493        181.14947451       -761.77687214
     207          130.52583321         78.38126379         52.14456942        684.43538644        157.11832431      -1176.47665487
     208          130.32979705         81.05965494         49.27014210        639.69765580        162.48726466       3043.34932933
     209          129.13294104         95.75467177         33.37826928        446.78951961        191.94400353      10033.48146079
     210          128.30389361        106.16102809         22.14286552        271.27998221        212.80395384      14185.63829518
     211          128.77374911        100.95551589         27.81823322        414.16169075        202.36930000      11826.63294744
     212          129.98725846         86.50182581         43.48543265        617.82559405        173.39631009       5025.76008983
     213          130.55526895         79.31867702         51.23659193        684.82703679        158.99740598       -652.86437827
     214          129.84336208         87.16149754         42.68186454        584.86885284        174.71864800      -1865.40685167
     215          128.67933714        100.34550289         28.33383425        391.79662303        201.14650497       -328.93878907
     216          128.39163956        102.98555504         25.40608451        347.70650298        206.43859329        113.77827822
     217          129.29844524         91.10505023         38.19339501        526.70812343        182.62365439      -1487.50464559
     218          130.36960753         77.03210082         53.33750671        661.48215310        154.41387410      -1992.45721781
     219          130.41955373         75.41571584         55.00383789        643.35353326        151.17376687       1882.04376484
     220          129.44456162         87.04817015         42.39639147        481.98435453        174.49147879       9135.27023261
     221          128.58529810         98.72021441         29.86508369        313.44268274        197.88855033      14782.32495478
     222          128.79542783         98.68729518         30.10813264        396.54466136        197.82256244      14662.58962389
     223          129.76628007         89.68534968         40.08093039        573.62500134        179.77780882       9441.41163146
     224          130.32296644         84.82234358         45.50062286        636.92089467        170.02972194       3493.29411566
     225          129.79843439         91.64614690         38.15228749        544.15986588        183.70830393        174.83461059
     226          128.79106049        103.04642238         25.74463811        363.82730683        206.56060426      -1091.90786715
     227          128.45653852        105.34565310         23.11088543        339.13650948        211.16950261      -2869.62642550
     228          129.17958125         94.01757159         35.16200967        528.08209723        188.46191793      -5569.30003678
     229          130.15606724         78.97055644         51.18551080        671.29871886        158.29958459      -6239.96676639
     230          130.33553043         73.64340379         56.69212663        668.12269459        147.62109771      -1826.83267175
     231          129.60844445         80.66748562         48.94095883        529.03169028        161.70114584       6858.80333928
     232          128.87700972         90.26024921         38.61676051        378.01231753        180.93021754      15094.53492159
     233          128.97213926         92.41293335         36.55920591        428.73121939        185.24535751      18315.62534166
     234          129.70179783         88.21878216         41.48301567        583.98442546        176.83801659      15900.50267081
     235          130.11913902         87.36860895         42.75053007        648.16599367        175.13381097      10758.76239266
     236          129.66252051         95.37254981         34.28997070        566.68844985        191.17802504       5650.70774153
     237          128.82209786        105.94899471         22.87310315        391.58715711        212.37892458        702.87748194
     238          128.56433147        107.65198257         20.91234890        327.50138328        215.79263070      -5176.92379754
     239          129.20279102         96.97464500         32.22814602        483.98635554        194.38948783     -11106.64070406
     240          130.03920153         82.63022588         47.40897565        623.36187552        165.63553585     -13540.15761086
     241          130.18317707         76.11343004         54.06974704        630.72032777        152.57236241      -9346.00576582
     242          129.57666432         79.60647368         49.97019064        511.96593280        159.57430571        668.10694908
     243          129.02210429         85.10160420         43.92050010        387.62268351        170.58951082      11833.85149467
     244          129.19948351         85.16835812         44.03112539        444.53357389        170.72332169      19351.29745574
     245          129.85077265         82.11871674         47.73205591        586.83361501        164.61019567      21671.56393063
     246          130.10183682         84.55632524         45.54551158        637.08375034        169.49647771      20144.40224903
     247          129.53416614         95.64346427         33.89070186        542.17918755        191.72108373      16002.14581441
     248          128.72147980        107.53434388         21.18713591        357.79344399        215.55681933       8747.74771579
     249          128.57678363        109.18404717         19.39273646        317.58549576        218.86371442      -1987.62480490
     250          129.27519876         98.69159113         30.58360763        503.36607622        197.83117383     -13601.70416886
     251          130.03683101         85.63919085         44.39764016        650.52148732        171.66712440     -20730.79884712
     252          130.03812506         80.51547681         49.52264825        655.74336510        161.39643820     -19106.99277604
     253          129.37408616         83.54399041         45.83009575        530.83871469        167.46721277      -9235.82568947
     254          128.92741516         85.92345831         43.00395685        401.50118171        172.23694970       4039.32515381
     255          129.29743513         81.71670700         47.58072813        458.62069609        163.80435133      15575.67443271
     256          130.06216445         75.91539034         54.14677411        605.08700474        152.17538405      23213.75741236
     257          130.25986774         78.71322223         51.54664552        660.62808690        157.78374805      27143.69675287
     258          129.53724462         92.52372214         37.01352249        570.37053469        185.46743799      26953.84064029
     259          128.61316206        107.29051180         21.32265026        382.16909811        215.06804832      20635.58741556
     260          128.48876482        110.32849344         18.16027138        303.52388604        221.15780194       7245.85178033
     261          129.29733141         99.93056722         29.36676419        464.51231389        200.31475011      -9850.30109906
     262          130.13183853         87.13773825         42.99410028        607.36036714        174.67102157     -23502.42023492
     263          130.07652140         83.38892640         46.68759500        612.48333288        167.15638087     -27455.03505650
     264          129.26522945         88.09091139         41.17431806        485.01001681        176.58169460     -20814.22651590
     265          128.72850229         90.44397537         38.28452692        355.86035780        181.29850384      -7890.88383998
     266          129.18035688         83.38580358         45.79455331        441.13369454        167.15012103       6088.91659971
     267          130.14677058         73.17901494         56.96775564        613.12266501        146.69021200      18587.72682675
     268          130.47715770         72.88756633         57.58959137        681.41668535        146.10599181      29053.90000237
     269          129.68432845         86.77477601         42.90955244        590.15496915        173.94344949      35623.37103122
     270          128.56360310        103.81982070         24.74378240        383.83303438        208.11091160      34154.45278783
     271          128.33239227        108.65776154         19.67463073        288.51121092        217.80875418      21736.38750253
     272          129.24110714         98.15344646         31.08766069        477.06004380        196.75244168       1139.33334515
     273          130.26113227         84.74574822         45.51538406        645.74671146        169.87618352     -19190.49221338
     274          130.24621950         82.40751236         47.83870714        662.45924025        165.18909784     -30544.01109082
     275          129.25048317         91.05033212         38.20015105        524.79696605        182.51396978     -29808.43798570
     276          128.47280561         97.26219816         31.21060745        350.16543175        194.96589944     -20191.30704207
     277          128.87046028         90.58606361         38.28439667        401.91770263        181.58332531      -6747.10368437
     278          130.03420069         76.49313869         53.54106200        590.24477921        153.33350333       7915.84751195
     279          130.63411818         70.78351400         59.85060419        682.75607083        141.88833620      23172.96410503
     280          129.94103646         81.49940462         48.44163184        612.98825592        163.36876017      36598.08476660
     281          128.68219847         99.04910217         29.63309630        419.24513880        198.54781877      42443.22160469
     282          128.24022474        106.16886992         22.07135482        297.85690229        212.81967309      35375.37224312
     283          129.09357467         96.78942073         32.30415395        454.17657886        194.01819850      16060.55974499
     284          130.26973579         82.55195186         47.71778393        620.70063775        165.47863249      -7599.56402048
     285          130.44159242         79.53630916         50.90528326        642.72181659        159.43365816     -25553.39958134
     286          129.43155784         90.16309830         39.26845954        503.49638099        180.73547471     -32331.63534476
     287          128.41448965        100.76992383         27.64456582        301.96057712        201.99727344     -29079.93658569
     288          128.57824291         97.60367871         30.97456419        348.23565676        195.65041063     -19729.42068685
     289          129.75938575         82.96727428         46.79211147        568.16805625        166.31116262      -6364.12807127
     290          130.61506027         72.95745173         57.65760854        690.72758871        146.24607984      10860.06381957
     291          130.14969422         79.17038187         50.97931236        643.40877719        158.70014252      29738.53418065
     292          128.86224277         95.17848649         33.68375628        454.36993669        190.78901749      43648.34493460
     293          128.19709764        103.37825727         24.81884037        299.66853814        207.22578034      44873.28088078
     294          128.90943470         94.69509675         34.21433796        441.16949263        189.82004374      31062.40903827
     295          130.20240488         78.86959336         51.33281152        631.18675281        158.09720013       8147.71356494
     296          130.62548199         73.58650518         57.03897681        682.99854274        147.50704221     -13666.83910035
     297          129.71612223         84.69075081         45.02537141        566.83164956        169.76593907     -27056.10195164
     298          128.51497977         99.84890447         28.66607529        359.76096081        200.15105392     -30989.26293093
     299          128.37224317        102.68853935         25.68370382        328.17441488        205.84321366     -27925.59759776
     300          129.41531418         91.19126202         38.22405216        523.60396179        182.79646930     -19119.75096858
     301          130.42416931         79.47591186         50.94825745        656.79013324        159.31258939      -3901.53062840
     302          130.23923426         81.22951584         49.00971842        630.33598926        162.82775751      16500.06793125
     303          129.08200347         93.91715961         35.16484386        463.27972293        188.26063818      35848.83336229
     304          128.29052396        101.77501076         26.51551320        314.34476196        204.01200969      45306.16344097
     305          128.78951085         94.03320930         34.75630155        434.18857054        188.49326435      39879.55742298
     306          130.04208987         77.53810333         52.50398655        620.58631878        155.42817603      22554.58714337
     307          130.66247703         69.44926843         61.21320859        681.49572937        139.21378851       1850.60974253
     308          129.97868263         78.32018971         51.65849293        576.36597971        156.99589892     -14671.77766314
     309          128.77261851         94.87391409         33.89870442        363.71672899        190.17849014     -24486.62152156
     310          128.37586677        102.61492726         25.76093950        290.58252745        205.69565533     -28445.14121539
     311          129.16486357         95.98982357         33.17503999        485.86541766        192.41537457     -26566.32321131
     312          130.16615871         85.58744560         44.57871311        641.06230013        171.56339902     -16937.15302828
     313          130.20112370         84.95738826         45.24373544        642.17414745        170.30042431        811.88821824
     314          129.24140674         94.58267202         34.65873473        496.82726820        189.59468396      21862.00971283
     315          128.42457653        101.45318167         26.97139486        335.38537715        203.36689062      37462.86576812
     316          128.73245618         94.50482426         34.22763192        410.18383535        189.43863507      40779.25244817
     317          129.86331404         77.98697448         51.87633956        592.74153560        156.32795590      31739.13050764
     318          130.58307739         67.39145719         63.19162021        672.84724179        135.08882498      16164.99778232
     319          130.12975188         72.65329786         57.47645402        599.93753477        145.63639145        491.72565926
     320          129.05300455         87.70398146         41.34902309        429.01833851        175.80607834     -12267.11436165
     321          128.54996648         97.85805208         30.69191440        355.22523428        196.16031205     -21704.52482451
     322          129.09464993         96.08725034         33.00739958        492.82405053        192.61067035     -26589.18253390
     323          129.94241628         89.56550015         40.37691613        620.30765736        179.53756572     -23847.13853349
     324          130.04359417         89.66590324         40.37769093        613.12270007        179.73882766     -11681.43344814
     325          129.27228977         97.72927186         31.54301791        470.18291022        195.90216703       6790.77646727
     326          128.55213842        103.30395960         25.24817882        317.53772570        207.07684774      24063.23194487
     327          128.76677236         96.65157143         32.11520092        403.19613662        193.74187416      33128.13698948
     328          129.73543813         80.76846286         48.96697527        590.91760166        161.90355869      32077.47215919
     329          130.42550029         68.96360751         61.46189279        679.28379847        138.24026211      24073.63102711
     330          130.13082244         70.80168131         59.32914113        617.76038771        141.92475329      13364.88796053
     331          129.24948080         82.40827201         46.84120879        451.48087098        165.19062059       2005.83216194
     332          128.78628005         91.77703068         37.00924937        351.85510599        183.97066561      -9487.68972462
     333          129.18515003         92.40291410         36.78223592        465.34802193        185.22527354     -19251.99762525
     334          129.85187328         89.40122238         40.45065090        597.13437177        179.20826449     -23275.27023240
     335          129.90111967         91.57837394         38.32274573        608.33830438        183.57245036     -18328.99727069
     336          129.22700885         99.50906421         29.71794464        489.61911595        199.46983076      -5553.45325089
     337          128.63043991        104.09312103         24.53731887        350.04708220        208.65875285       9533.09946276
     338          128.86256731         97.34889859         31.51366872        402.23641022        195.13969385      20991.05791860
     339          129.72664554         82.55417143         47.17247411        562.49500935        165.48308171      26386.05175929
     340          130.29830184         71.58275051         58.71555133        639.88997191        143.49043721      26854.01566140
