     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa
      77           69.81733121         40.25431519         29.56301602        190.99732089        230.54673467       9497.21025195
      78           69.46292829         42.56913629         26.89379200        187.34008824        243.80430577       8555.76574201
      79           69.29531988         41.67422355         27.62109633        264.31961003        238.67891213       6651.38810542
      80           69.14968099         39.23294194         29.91673905        326.29711298        224.69706943       4384.11517780
      81           68.83506345         37.53515609         31.29990736        327.53498263        214.97341664       2517.05946292
      82           68.35575424         36.89885739         31.45689685        270.15909817        211.32917167       1201.08931899
      83           67.90079667         35.69706510         32.20373157        202.99093150        204.44620052        -38.06026015
      84           67.61410107         32.86898254         34.74511853        208.60438416        188.24905010      -1579.64157774
      85           67.41554064         29.81256727         37.60297337        265.54654047        170.74417994      -3147.65302284
      86           67.08548600         29.25504947         37.83043653        291.26790955        167.55113323      -4108.39983606
      87           66.51663924         32.26314401         34.25349523        256.46140614        184.77925823      -4296.67468261
      88           65.84040766         36.81376846         29.02663920        181.42288479        210.84184564      -4389.39701475
      89           65.28104357         39.63847934         25.64256423        148.90039812        227.01968561      -5339.93180957
      90           64.90644189         39.34636772         25.56007417        208.51206888        225.34668785      -7458.48528434
      91           64.56189916         37.40186330         27.16003586        264.30465909        214.21001484     -10134.82754150
      92           64.05995696         36.00892217         28.05103478        264.68471269        206.23228557     -12480.02361799
      93           63.40482482         35.46019620         27.94462862        214.86219463        203.08959192     -14145.05708802
      94           62.79201165         34.02886499         28.76314667        178.61639769        194.89199283     -15418.53681291
      95           62.38410002         30.45684026         31.92725976        230.16465466        174.43409575     -16573.31670196
      96           62.12152990         26.04045820         36.08107170        308.46482174        149.14034878     -17308.40879503
      97           61.78651534         23.75322467         38.03329067        342.72427176        136.04077874     -17004.42027576
      98           61.24827533         25.25709799         35.99117734        310.69940655        144.65384497     -15532.44873042
      99           60.61209909         29.11474191         31.49735717        229.60042659        166.74755606     -13664.27631733
     100           60.10471466         32.21375666         27.89095800        169.45482659        184.49640428     -12532.04486020
     101           59.82630764         32.83426201         26.99204563        209.98653674        188.05019675     -12636.60417919
     102           59.64923197         31.99135946         27.65787251        275.15751618        183.22267875     -13422.48764433
     103           59.37606279         31.69290787         27.68315492        292.26216614        181.51337035     -13836.03906893
     104           58.97349437         32.27388809         26.69960627        251.75564875        184.84079234     -13232.79531673
     105           58.61130052         31.97669257         26.63460795        194.58738058        183.13867775     -11677.59699225
     106           58.46012403         29.28250572         29.17761831        202.26390551        167.70838221      -9433.98002256
     107           58.48206030         25.23057899         33.25148131        265.29825795        144.50196388      -6387.01914819
     108           58.45887500         22.88487951         35.57399548        304.44007404        131.06754444      -2186.76436037
     109           58.22927570         24.35131253         33.87796317        287.37043794        139.46618054       3006.77137590
     110           57.86501632         28.59456595         29.27045038        230.54763395        163.76837557       8085.66958660
     111           57.58552809         32.46863576         25.11689233        201.65834680        185.95616191      11505.90556116
     112           57.51066507         33.80393031         23.70673476        249.10079849        193.60373454      12351.69235912
     113           57.53442404         33.16214413         24.37227990        307.49677252        189.92806134      10922.13131211
     114           57.45970795         32.48905406         24.97065389        318.63976385        186.07310274       8305.09872939
     115           57.23303203         32.45261438         24.78041765        273.59585786        185.86440341       5463.95960748
     116           57.00620674         31.65693331         25.34927343        212.11699844        181.30733490       2796.05000185
     117           56.95586848         28.61555465         28.34031382        216.53359202        163.88858323        473.40641189
     118           57.07293094         24.08095080         32.99198014        283.84797362        137.91774989      -1066.16060844
     119           57.16691392         20.88013484         36.28677908        333.55729472        119.58586016      -1245.20461705
     120           57.08014608         21.28610000         35.79404608        328.73311734        121.91092623        -48.50300878
     121           56.86630903         24.80470756         32.06160147        277.50160032        142.06288955       1526.72076471
     122           56.73138711         28.80401158         27.92737553        227.88359942        164.96792415       1926.15870586
     123           56.80716625         31.21581613         25.59135013        234.88821451        178.78094420         96.84058091
     124           57.01551883         32.27246186         24.74305697        270.79332232        184.83262393      -3818.08761298
     125           57.17437289         33.46012669         23.71424620        274.30006644        191.63468350      -8742.52959603
     126           57.21836276         35.12097835         22.09738441        224.94764200        201.14680472     -13497.62746240
     127           57.27702331         35.66115009         21.61587322        154.43438513        204.24050612     -17311.54272401
     128           57.52064484         33.37631268         24.14433216        163.34321281        191.15465925     -19637.53552430
     129           57.95498536         28.77050245         29.18448292        246.87607489        164.77600879     -19793.51679942
     130           58.40549684         24.58001468         33.82548216        308.61161074        140.77601607     -17135.30425074
     131           58.71070840         23.31155042         35.39915798        315.08888547        133.51119760     -11759.54741060
     132           58.90149620         24.95759581         33.94390039        276.57709847        142.93851957      -4960.93146766
     133           59.16003111         27.36294293         31.79708819        240.35471825        156.71455626       1219.25293700
     134           59.60737248         28.71303190         30.89434058        254.02508683        164.44686031       5103.54838842
     135           60.16575498         29.26534499         30.90040999        290.39590892        167.61009833       6202.40784849
     136           60.65342125         30.43500030         30.21842095        295.09459336        174.30901275       5109.93559603
     137           60.99904330         32.48785871         28.51118459        249.79716530        186.06625668       2783.86293904
     138           61.32362726         33.72057398         27.60305329        183.96212808        193.12633155         52.82672451
     139           61.79293044         32.22738979         29.56554065        180.72035345        184.57448468      -2263.55603575
     140           62.41264463         28.25589219         34.15675244        247.57115225        161.82870455      -3091.33164166
     141           63.00674481         24.37065771         38.63608710        298.86157015        139.57697530      -1376.76225283
     142           63.40687874         23.10692364         40.29995510        295.11075588        132.33924782       3112.56862267
     143           63.63637996         24.65533481         38.98104515        242.36197632        141.20739370       9243.00672882
     144           63.87884839         27.07370189         36.80514650        192.27697245        155.05799902      14920.03036999
     145           64.26851115         28.64108611         35.62742504        213.50089146        164.03480842      18232.62390876
     146           64.74316301         29.57956450         35.16359851        269.06246792        169.40971362      18393.74621633
     147           65.12747435         31.20899162         33.91848273        289.09909000        178.74185851      15779.97801633
     148           65.34808873         33.67482627         31.67326246        251.29105295        192.86432275      11309.65301016
     149           65.52845786         35.11156621         30.41689165        179.30182612        201.09289898       5972.32118448
     150           65.85016587         33.43836033         32.41180555        158.48967057        191.51002196        919.25619500
     151           66.34028620         28.83765840         37.50262780        225.31181143        165.16062807      -2327.09873387
     152           66.83321229         24.02439170         42.80882059        286.73456382        137.59382149      -2236.78365133
     153           67.15402262         21.83799561         45.31602701        296.14962425        125.07177322       1783.85668311
     154           67.31255923         22.72382575         44.58873348        256.48785089        130.14514845       8687.21215653
     155           67.48396030         24.80705553         42.67690477        211.37421797        142.07633695      16102.72714574
     156           67.79846690         26.32316645         41.47530045        218.03550148        150.75949107      21535.61438412
     157           68.18504596         27.52824299         40.65680297        255.00694863        157.66127188      23480.03326843
     158           68.45296699         29.90622082         38.54674617        260.22223807        171.28055770      21657.47089946
     159           68.52018796         33.71211012         34.80807784        209.45661474        193.07785690      16542.57329623
     160           68.52348434         36.89919994         31.62428440        132.08723889        211.33113352       8979.65242801
     161           68.67724154         36.90790547         31.76933608        152.09944499        211.38099230        323.90388973
     162           69.03827896         33.42568593         35.61259303        256.65813361        191.43743245      -7344.63292265
     163           69.44605209         28.97670309         40.46934900        334.31790958        165.95697251     -11680.11433340
     164           69.70766654         26.56990026         43.13776628        349.64694154        152.17259857     -11237.79641836
     165           69.81633651         26.93361928         42.88271724        306.61871655        154.25571016      -6461.42558209
     166           69.95460371         28.31135004         41.64325367        246.18838186        162.14632583        439.35328678
     167           70.28072966         28.87954147         41.40118819        233.83568204        165.40050313       6694.75508264
     168           70.74430816         28.91026884         41.83403933        270.76460641        165.57648659      10282.33893945
     169           71.14340578         30.18629950         40.95710628        291.01117948        172.88463978      10407.09679552
     170           71.35886792         33.42316675         37.93570117        259.27795448        191.42300448       7172.00607103
     171           71.49729052         36.82095193         34.67633859        189.40783765        210.88298720       1213.69899148
     172           71.77714204         37.61174583         34.16539620        159.33144289        215.41206567      -6175.30016263
     173           72.28637058         35.00083979         37.28553079        224.05409009        200.45874056     -12806.78330041
     174           72.88775463         31.20327470         41.68447993        295.72822730        178.70911625     -16016.32036914
     175           73.37950736         29.33783977         44.04166759        320.25971901        168.02529441     -13890.77456101
     176           73.72656386         30.44244230         43.28412155        296.00905776        174.35163496      -6467.02262557
     177           74.09759003         32.83644631         41.26114372        261.52036722        188.06270678       4133.57310780
     178           74.66562302         34.38554372         40.28007930        268.86294771        196.93478293      14788.48789979
     179           75.40128932         34.96886023         40.43242908        307.95039789        200.27558546      22778.26280437
     180           76.09705281         36.31091537         39.78613744        322.99888689        207.96187768      26497.70650959
     181           76.59691653         39.45746915         37.13944738        283.07817560        225.98299409      25337.41337509
     182           76.96912617         42.94987289         34.01925328        200.38941177        245.98488144      19438.45610473
     183           77.42276899         43.97568331         33.44708568        155.55311719        251.85995944       9886.94599166
     184           78.06338342         41.32141146         36.74197196        225.05049288        236.65826727       -964.93026726
     185           78.76866184         36.81095586         41.95770598        309.28031563        210.82573714      -9866.32783349
     186           79.32618891         33.57210582         45.75408309        344.51244030        192.27601651     -13975.65876418
     187           79.67310104         33.03680889         46.63629215        325.03190868        189.21023441     -12313.18416828
     188           79.96263032         33.96370956         45.99892077        285.07378478        194.51883105      -6222.62138909
     189           80.38382795         34.41729389         45.96653406        279.68580069        197.11662428       1491.78494810
     190           80.94377738         34.27558125         46.66819612        314.76685480        196.30499984       7969.38714737
     191           81.46266914         35.31535182         46.14731733        338.12581248        202.26003117      11182.37433981
     192           81.78627202         38.80442366         42.98184836        312.76320132        222.24283591      10028.12028996
     193           81.97031751         43.47517795         38.49513956        241.22750551        248.99343756       4216.77216295
     194           82.22430394         46.36349038         35.86081356        174.16516525        265.53553984      -5471.51766947
     195           82.67918771         45.71696562         36.96222209        192.82424302        261.83272754     -16797.92056973
     196           83.24465994         42.77255385         40.47210610        256.16546890        244.96933002     -26341.39321692
     197           83.71791827         40.42914326         43.28877501        288.35415331        231.54801964     -30782.93943490
     198           84.01929116         40.29522588         43.72406529        273.97245744        230.78104061     -28507.51265411
     199           84.28758193         41.35758196         42.92999997        243.86099261        236.86542498     -20364.21869975
     200           84.72797902         41.62540929         43.10256973        252.29419673        238.39934043      -9076.64771829
     201           85.38502414         40.73067372         44.65435042        299.58025245        233.27496153       2091.08692655
     202           86.09764124         40.43374532         45.66389592        331.76970487        231.57437680      10372.95787959
     203           86.68732510         42.44489331         44.24243179        313.87631052        243.09273454      13820.65360449
     204           87.16545752         46.11045444         41.05500308        249.61084627        264.08633845      11362.46469948
     205           87.72235443         48.73008058         38.99227385        190.96521542        279.08960580       3179.08827210
     206           88.50910698         48.28959214         40.21951484        213.84480703        276.56681611      -8762.91363609
     207           89.46113970         45.60544645         43.85569325        276.93052941        261.19402884     -20825.96454100
     208           90.36519483         43.48404170         46.88115313        304.32723029        249.04420252     -28946.85011418
     209           91.09291153         43.83047370         47.26243783        273.44530591        251.02830697     -30442.17023925
     210           91.73481028         45.90891081         45.82589947        208.99801062        262.93204662     -25150.78694331
     211           92.48418667         47.59388059         44.89030608        189.84787127        272.58229853     -15182.59300751
     212           93.40677032         48.03842988         45.36834044        251.55156206        275.12834576      -3692.33306796
     213           94.36130431         48.62399662         45.73730770        313.65920535        278.48203587       6277.47312265
     214           95.16145372         51.10948655         44.05196717        324.91977897        292.71707091      12303.94016332
     215           95.79154372         55.18002652         40.61151720        280.71302447        316.03009202      12764.04602640
     216           96.42723337         58.32443169         38.10280168        214.96211832        334.03890276       7269.90952585
     217           97.23756597         58.31023854         38.92732743        193.88062411        333.95761496      -2702.39301123
     218           98.19519388         55.53994249         42.65525139        230.79300903        318.09142261     -13751.83323033
     219           99.10936030         52.67459366         46.43476664        261.80785633        301.68083874     -21635.30917124
     220           99.84108234         51.95451203         47.88657031        255.81081577        297.55674748     -23086.69491039
     221          100.45673446         53.16150849         47.29522596        230.80611888        304.46952420     -17216.03936476
     222          101.15076577         54.35802514         46.79274064        234.37498657        311.32228035      -5632.41466113
     223          102.02891716         54.39890792         47.63000923        276.53519658        311.55642647       8526.15028895
     224          102.99564817         54.29851398         48.69713418        311.36257416        310.98144478      21755.43491046
     225          103.86773426         55.93874598         47.92898828        302.78862684        320.37547197      30892.54015931
     226          104.58157847         59.66214261         44.91943586        250.40476448        341.70031452      33503.98130760
     227          105.26058789         63.54241003         41.71817786        200.87474448        363.92359617      28437.38527960
     228          106.07142148         65.20310043         40.86832104        228.01740078        373.43479385      16549.69866489
     229          107.03597091         64.18745463         42.84851628        302.50335008        367.61793118        960.58109867
     230          108.00978946         62.29910101         45.71068845        351.58697456        356.80284816     -13794.56131860
     231          108.84471787         61.62374165         47.22097622        345.48851379        352.93489279     -23514.30874792
     232          109.54772576         62.47549761         47.07222815        292.12628243        357.81311651     -25979.01350133
     233          110.25861570         63.47232049         46.78629521        236.45479960        363.52217550     -21539.25842077
     234          111.07763000         63.46879166         47.60883834        240.36986151        363.50196500     -12538.97569685
     235          111.94238765         63.01075273         48.93163492        291.71074839        360.87865915      -2256.04753601
     236          112.69328111         63.63041628         49.06286483        331.94906804        364.42763039       5957.86286721
     237          113.24955090         65.85277086         47.39678004        338.72085277        377.15562216       9268.13376827
     238          113.69434944         68.27904390         45.41530554        324.71557931        391.05150699       6013.05752106
     239          114.17584263         68.86633427         45.30950836        315.51224723        394.41506879      -3524.63380353
     240          114.74227104         67.01564995         47.72662109        318.22836811        383.81572744     -16749.16953217
     241          115.29799077         64.18689737         51.11109340        313.88964215        367.61473960     -29375.69951169
     242          115.72285081         62.43131337         53.29153743        286.43544041        357.56006211     -36989.11573792
     243          116.01276666         62.50172749         53.51103917        247.42403312        357.96334171     -36729.81462162
     244          116.28378039         63.53035156         52.75342883        236.05670033        363.85453423     -28202.13225800
     245          116.64249390         64.40885612         52.23363779        268.21244328        368.88595400     -13325.67766101
     246          117.07339487         65.15213487         51.92125999        304.13867204        373.14290110       4459.46489554
     247          117.46566443         66.71332694         50.75233749        304.87019998        382.08424644      21092.10077186
     248          117.74052546         69.58691214         48.15361331        261.01148737        398.54200213      32726.77050705
     249          117.93230110         72.89358365         45.03871745        197.75841378        417.48015363      36635.43708777
     250          118.13867975         75.01115026         43.12752948        180.16839544        429.60799794      32126.67824611
     251          118.40708938         75.03968432         43.36740506        232.44346736        429.77141975      21041.84900150
     252          118.68810799         73.51920461         45.16890338        290.56584835        421.06324449       7337.45197308
     253          118.89994772         71.73840931         47.16153841        315.10449948        410.86417537      -4253.89896200
     254          119.02132001         70.51816916         48.50315085        302.98601300        403.87554867      -9884.34436516
     255          119.10655028         69.78180452         49.32474576        273.72694640        399.65820049      -7797.07947405
     256          119.21289033         69.18211143         50.03077890        253.08952744        396.22360517       1327.41819478
     257          119.33024380         68.84260391         50.48763989        247.36786964        394.27915897      14769.97547112
     258          119.39518907         69.26913946         50.12604962        240.29106778        396.72203687      28583.38983147
     259          119.36796430         70.59857584         48.76938846        222.77110496        404.33605824      38608.01036567
     260          119.27677729         72.18318760         47.09358970        210.01898536        413.41153413      41610.89571668
     261          119.17791812         73.07379556         46.10412256        222.75062595        418.51227320      36338.40883180
     262          119.08615111         72.85413289         46.23201823        250.87343011        417.25420901      24057.06808981
     263          118.96276480         71.88825740         47.07450740        267.66006793        411.72239362       8226.55314358
     264          118.77022711         70.80166065         47.96856646        263.47537153        405.49917681      -6627.57804039
     265          118.51888559         69.90715128         48.61173431        253.74286667        400.37609340     -16351.04548339
     266          118.24827741         69.21219021         49.03608720        262.42144051        396.39587398     -18358.03635729
     267          117.97382242         68.80595160         49.16787082        287.74083021        394.06924183     -12300.77439012
     268          117.67164734         68.96316535         48.70848199        303.05075338        394.96964509       -170.02063778
     269          117.31947868         69.77952447         47.53995422        289.27678262        399.64514206      14172.60627343
     270          116.93589274         70.86813813         46.06775461        251.55704123        405.87991028      26032.09177920
     271          116.56329341         71.61074240         44.95255101        220.25273818        410.13299445      31308.06817900
     272          116.21671513         71.71331124         44.50340389        225.74031967        410.72043237      27837.89893259
     273          115.86827924         71.37265525         44.49562399        253.35574014        408.76940858      16092.20670183
     274          115.49064403         70.84508622         44.64555780        268.80233065        405.74788613      -1042.56109585
     275          115.10318765         70.00757256         45.09561509        259.96255312        400.95123168     -19202.87923195
     276          114.75751825         68.55280423         46.20471403        241.13992463        392.61940222     -33779.71674529
     277          114.47401742         66.64473154         47.82928588        240.02523744        381.69138307     -41103.73466038
     278          114.20503782         65.18410635         49.02093147        265.93226875        373.32600989     -39416.24123038
     279          113.87509887         65.18104810         48.69405077        299.89129002        373.30849451     -29460.79402881
     280          113.46050201         66.77713446         46.68336756        324.78810777        382.44968835     -14423.93900533
     281          113.01919825         68.99639799         44.02280027        340.33476848        395.15997688        975.78249336
     282          112.62927261         70.61745010         42.01182252        354.14009452        404.44415594      12065.97294075
     283          112.29694614         71.30904540         40.98790074        364.58209422        408.40509875      15825.41724348
     284          111.94014503         71.77404188         40.16610314        356.20751501        411.06825224      11781.28094361
     285          111.47780893         72.69328373         38.78452521        314.14469415        416.33298483       1891.11429713
     286          110.92956381         73.68129893         37.24826488        244.24276830        421.99160002     -10293.04301206
     287          110.40348792         73.57400453         36.82948339        196.64747553        421.37709760     -20641.39666498
     288          109.97194819         71.85877700         38.11317119        237.00369927        411.55355189     -25381.38506923
     289          109.57483675         69.59484835         39.97998840        316.63925841        398.58745479     -22038.73609293
     290          109.07236416         68.58286715         40.48949700        365.83034174        392.79158027     -10386.73824146
     291          108.39867247         69.54029438         38.85837809        359.58923573        398.27501033       7038.61084180
     292          107.64032244         71.32924793         36.31107450        308.41729388        408.52080378      25467.16815133
     293          106.94149478         72.20880262         34.73269216        255.04037812        413.55823789      39541.11699388
     294          106.34117860         71.74688059         34.59429802        249.45855549        410.91269256      45304.62240087
     295          105.73608470         71.17281762         34.56326708        279.26571310        407.62488749      41456.11087266
     296          105.01917714         71.72056863         33.29860851        294.83602062        410.76199726      29376.48473887
     297          104.23100478         72.91744823         31.31355655        278.70244597        417.61683215      12340.44415810
     298          103.53809398         72.93635365         30.60174033        250.88723278        417.72510829      -5387.64214238
     299          103.05373217         70.74618302         32.30754915        245.26241702        405.18144226     -19344.44194584
     300          102.70544551         67.60474746         35.10069804        262.28078768        387.18963921     -25828.45377250
     301          102.30763128         66.04380747         36.26382381        269.04377645        378.24973759     -23150.25768311
     302          101.76699629         67.30116432         34.46583197        249.09375154        385.45094107     -12618.07699599
     303          101.19316725         69.99928805         31.19387920        228.14190266        400.90378419       1611.54678030
     304          100.78478498         71.59884193         29.18594305        256.86610971        410.06483740      14093.06237870
     305          100.61038594         71.09044002         29.51994592        326.37104474        407.15308995      20278.55764716
     306          100.52871080         69.93873128         30.58997952        379.50139905        400.55696008      18059.28803596
     307          100.34657250         70.18129696         30.16527554        376.85700897        401.94619567       7979.94516806
     308          100.04479308         71.81462217         28.23017091        310.60300650        411.30066589      -7478.28084263
     309           99.81288123         72.53099864         27.28188259        213.66262792        415.40353674     -24675.19278534
     310           99.83784158         70.29284000         29.54500158        187.28806402        402.58503112     -39313.85333678
     311          100.07590665         65.92015546         34.15575119        267.24552670        377.54155099     -47131.70195022
     312          100.27248862         62.64135579         37.63113282        339.82284432        358.76302865     -45247.40168032
     313          100.22358528         62.88798309         37.33560219        351.99691844        360.17552611     -33717.96479493
     314           99.99014616         65.82278766         34.16735850        307.20368787        376.98390071     -16090.38165633
     315           99.81820105         68.40649983         31.41170122        253.02015775        391.78147961       1840.67501328
     316           99.85118131         68.83247560         31.01870571        253.50369782        394.22115153      14469.83440900
     317           99.96578066         68.40591853         31.55986213        292.35705066        391.77815035      18448.01272448
     318           99.92527985         69.68951359         30.23576627        302.82382803        399.12962678      13281.21162919
     319           99.67479525         73.07810471         26.59669054        256.98681191        418.53695278        732.72446616
     320           99.43207964         75.88246957         23.54961007        178.81422454        434.59826590     -15914.71813070
     321           99.45890159         75.18171088         24.27719072        161.62343799        430.58484209     -32229.70566537
     322           99.76701295         71.30929042         28.45772253        234.76018821        408.40650202     -43181.83895938
     323          100.09537059         67.92937535         32.16599524        295.13239471        389.04886596     -44572.61013926
     324          100.19415194         68.38322261         31.81092933        296.70879235        391.64816502     -35008.86779147
     325          100.10373638         72.20990370         27.89383268        247.36588859        413.56454408     -17024.51061904
     326          100.11437058         75.69179447         24.42257611        210.17126409        433.50622100       3787.67865460
     327          100.44321219         75.89512957         24.54808262        255.40213909        434.67077297      21265.41249604
     328          100.98453561         73.78138243         27.20315319        328.38395648        422.56480373      31120.61378043
     329          101.41762645         72.93363015         28.48399629        354.45749806        417.70951014      31890.58933580
     330          101.56259431         75.30649902         26.25609529        307.42750471        431.29953563      24422.73588904
     331          101.58961787         78.79975909         22.78985878        210.98212481        451.30632742      11073.75197544
     332          101.83829040         79.50421602         22.33407439        180.77823305        455.34093198      -4526.50005397
     333          102.43741775         76.21450387         26.22291387        285.91623045        436.49991112     -17588.50892726
     334          103.15022942         72.10841969         31.04180972        389.16369331        412.98331928     -23217.76035359
     335          103.62835295         71.53073299         32.09761996        421.34351984        409.67476009     -18552.69978908
     336          103.79695095         75.32923636         28.46771458        372.43970860        431.42975819      -4623.56016547
     337          103.93570855         79.94279973         23.99290883        279.11526920        457.85281281      13735.57110510
     338          104.35892527         81.30960558         23.04931969        232.33399202        465.68085866      30136.08384488
     339          105.05554348         79.23548977         25.82005371        280.53590658        453.80186822      39454.44136313
