     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     112           -0.77376500          9.97056475        -10.74432975         95.09423912         19.98638896      11164.90906259          0.00000000
     113           -0.60748842         10.32864083        -10.93612925         94.36707580         20.70416655      11062.83983131          0.00000000
     114           -0.35625450         10.71362589        -11.06988039         96.94074437         21.47588424      10887.21811756          0.00000000
     115           -0.59439367         10.55398186        -11.14837553        101.93633792         21.15587149      10562.78442907          0.00000000
     116           -0.58872992         10.59050728        -11.17923720        108.00445597         21.22908814      10206.27523403          0.00000000
     117           -0.56447750         10.61084837        -11.17532587        114.08652505         21.26986266       9794.73296992          0.00000000
     118           -0.59789936         10.55090785        -11.14880721        119.34535152         21.14970952       9330.00867154          0.00000000
     119           -0.61076015         10.50077641        -11.11153656        123.17855425         21.04921908       8837.78028859          0.00000000
     120           -0.69746226         10.37579001        -11.07325227        125.23934319         20.79867894       8318.42912017          0.00000000
     121           -0.54453466         10.49658468        -11.04111934        125.36716878         21.04081659       7830.66415176          0.00000000
     122           -0.50788515         10.50921782        -11.01710297        123.61626201         21.06614022       7331.81794429          0.00000000
     123           -0.26040505         10.73987329        -11.00027834        120.19711687         21.52849818       6881.12528385          0.00000000
     124           -0.20406454         10.78120670        -10.98527124        115.47603699         21.61135261       6427.85939237          0.00000000
     125           -0.62930821         10.33583919        -10.96514740        110.05075412         20.71859594       5944.60994793          0.00000000
     126           -0.70463139         10.23016492        -10.93479631        104.69993261         20.50676771       5564.04175982          0.00000000
     127           -0.68306416         10.20421493        -10.88727909        100.11893294         20.45474994       5250.59904816          0.00000000
     128           -0.65170646         10.16390683        -10.81561329         97.11325170         20.37395076       4995.05852787          0.00000000
     129           -0.67196646         10.04272644        -10.71469291         96.35990090         20.13103992       4792.12965655          0.00000000
     130           -0.65295517          9.92986979        -10.58282496         98.15908810         19.90481432       4657.33637518          0.00000000
     131           -0.64566914          9.77537824        -10.42104738        102.33964052         19.59512994       4584.75489995          0.00000000
     132           -0.38034261          9.85372247        -10.23406508        108.33935451         19.75217402       4612.27825678          0.00000000
     133           -0.46242675          9.56317319        -10.02559994        115.52716359         19.16975657       4655.32109649          0.00000000
     134           -0.36973587          9.43970771         -9.80944358        123.00748489         18.92226517       4783.93644244          0.00000000
     135           -0.27109655          9.32412831         -9.59522486        130.16890252         18.69058171       4973.40819451          0.00000000
     136           -0.34172740          9.05296000         -9.39468740        136.47506828         18.14701418       5195.60317174          0.00000000
     137           -0.17435242          9.04742791         -9.22178034        141.45673498         18.13592489       5499.63491317          0.00000000
     138           -0.16203534          8.92167050         -9.08370584        144.92825000         17.88383922       5828.14208781          0.00000000
     139            0.23432303          9.22378798         -8.98946495        146.71270454         18.48944558       6244.54273698          0.00000000
     140            0.12196567          9.06235092         -8.94038525        146.84941931         18.16583864       6623.23736178          0.00000000
     141            0.40854481          9.34885436         -8.94030955        145.39803098         18.74014605       7067.60699152          0.00000000
     142            0.47023469          9.45667446         -8.98643978        142.55688497         18.95627569       7488.21336084          0.00000000
     143            0.44764453          9.52160316         -9.07395863        138.65699132         19.08642781       7886.42533502          0.00000000
     144            0.22730764          9.42339997         -9.19609233        134.10577993         18.88957566       8232.00975187          0.00000000
     145            0.33351060          9.67813204         -9.34462145        129.38231423         19.40019612       8581.81739987          0.00000000
     146            0.29125857          9.80469263         -9.51343406        124.88480400         19.65389178       8865.06063535          0.00000000
     147            0.17689066          9.87044871         -9.69355805        121.09031561         19.78570243       9080.21990847          0.00000000
     148            0.06932762          9.94751844         -9.87819082        118.33393265         19.94019173       9229.80416572          0.00000000
     149            0.00971169         10.07265207        -10.06294038        116.76139697         20.19102701       9314.48539962          0.00000000
     150           -0.01592030         10.22947935        -10.24539965        116.32151615         20.50539346       9329.76325906          0.00000000
     151           -0.36705114         10.05751324        -10.42456437        116.78471241         20.16068063       9225.28718370          0.00000000
     152           -0.38105562         10.21810611        -10.59916173        117.73309702         20.48259535       9095.80090355          0.00000000
     153           -0.69356599         10.08004074        -10.77360673        118.73387915         20.20583789       8856.01899981          0.00000000
     154           -0.60282649         10.34513576        -10.94796225        119.31934790         20.73723129       8612.08321316          0.00000000
     155           -0.50394315         10.62275993        -11.12670307        119.13764575         21.29373983       8311.95780177          0.00000000
