     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
      58           25.39122229          8.99142742         16.39979488         94.38882078         51.49619912      -5767.39135219          0.00000000
      59           25.56361586          9.34390470         16.21971117         91.10544126         53.51492645      -4821.00374386          0.00000000
      60           25.65656944          9.63328410         16.02328534         86.45864835         55.17227612      -3915.33163539          0.00000000
      61           26.14466154         10.32491125         15.81975029         80.06400939         59.13340132      -3031.60558635          0.00000000
      62           27.08904525         11.46565147         15.62339378         71.96843189         65.66671163      -2181.79044910          0.00000000
      63           27.40590833         11.94731388         15.45859444         62.95905001         68.42531518      -1532.61627950          0.00000000
      64           27.28917490         11.92999166         15.35918324         55.18971774         68.32610636      -1092.95249993          0.00000000
      65           27.62792754         12.28061591         15.34731163         51.44486221         70.33422092       -746.42713204          0.00000000
      66           28.00776234         12.57281441         15.43494793         53.70546091         72.00771628       -528.47810184          0.00000000
      67           28.33611509         12.71069381         15.62542129         61.50574175         72.79738677       -426.12792003          0.00000000
      68           28.86382337         12.95543116         15.90839220         72.34305889         74.19906008       -369.56558035          0.00000000
      69           28.94177562         12.67611221         16.26566341         83.89425910         72.59932913       -407.83042596          0.00000000
      70           28.99799251         12.33659850         16.66139401         94.27592476         70.65484752       -436.63806448          0.00000000
      71           29.70510954         12.64310866         17.06200088        102.48401551         72.41030940       -320.57323780          0.00000000
      72           29.68311281         12.23241551         17.45069730        108.27545754         70.05816492       -218.51537586          0.00000000
      73           29.84412312         12.05107331         17.79304980        111.30874610         69.01957191         16.84827285          0.00000000
      74           30.02514858         11.94739169         18.07775689        111.80798583         68.42576080        374.66161820          0.00000000
      75           29.67376136         11.37431500         18.29944636        110.17869494         65.14360435        775.22416412          0.00000000
      76           30.27854097         11.82543325         18.45310772        106.96553737         67.72727366       1400.75728049          0.00000000
      77           30.78919412         12.23670519         18.55248892        102.68103733         70.08273305       2098.36346497          0.00000000
      78           31.21311675         12.60864167         18.60447507         97.92024832         72.21290817       2830.68300318          0.00000000
      79           31.70308892         13.08638461         18.61670431         93.15979273         74.94906389       3575.53755520          0.00000000
      80           32.12884529         13.53165472         18.59719056         88.68244663         77.49923944       4273.70773109          0.00000000
      81           32.48066574         13.92660013         18.55406561         84.62445819         79.76119254       4881.16862254          0.00000000
      82           32.59570791         14.09911969         18.49658822         81.01401844         80.74925608       5337.95323087          0.00000000
      83           33.04554158         14.60973465         18.43580693         77.88210733         83.67367825       5692.48587139          0.00000000
      84           33.72988935         15.34525334         18.38463601         75.33671172         87.88618147       5916.14122257          0.00000000
      85           34.11536460         15.75630592         18.35905868         73.70515185         90.24038447       5925.52076340          0.00000000
      86           34.71879136         16.34357047         18.37522089         73.40999221         93.60379841       5793.38866998          0.00000000
      87           35.10764424         16.66073159         18.44691265         74.76574794         95.42026107       5471.59756028          0.00000000
      88           35.63091725         17.04848127         18.58243598         77.79055824         97.64100242       5035.49071861          0.00000000
      89           35.88805424         17.10356984         18.78448440         82.17075135         97.95650874       4462.31776362          0.00000000
      90           36.04526566         16.99933311         19.04593255         87.27018909         97.35951839       3822.73394522          0.00000000
      91           37.37607287         18.02309450         19.35297837         92.36639084        103.22286112       3343.01683421          0.00000000
      92           38.14652109         18.44448126         19.70203983         97.05235849        105.63625060       2804.53293011          0.00000000
      93           37.79344014         17.72214232         20.07129782        100.76115911        101.49923115       2183.40528793          0.00000000
      94           38.24801753         17.81877935         20.42923817        103.01215283        102.05269613       1807.41280819          0.00000000
      95           38.20456697         17.43679056         20.76777642        103.73645659         99.86494881       1514.26934284          0.00000000
      96           38.50106783         17.43120113         21.06986670        102.93664531         99.83293673       1444.21874165          0.00000000
      97           38.07959165         16.74762002         21.33197163        100.78091421         95.91789328       1454.36156715          0.00000000
      98           38.35395310         16.80820257         21.54575053         97.54548281         96.26486503       1735.07739251          0.00000000
      99           38.33648955         16.61830259         21.71818696         93.47156761         95.17725938       2133.36115644          0.00000000
     100           38.52442735         16.67237144         21.85205591         88.86532984         95.48692548       2687.54033395          0.00000000
     101           38.80137211         16.84680320         21.95456891         83.93023739         96.48594070       3348.52538087          0.00000000
     102           39.17584773         17.14258154         22.03326619         78.82661440         98.17993868       4078.58684395          0.00000000
     103           39.29542846         17.19913196         22.09629650         73.67298850         98.50381741       4788.09389091          0.00000000
     104           39.53867186         17.38753579         22.15113607         68.62420402         99.58285421       5483.74026246          0.00000000
     105           39.48125750         17.27474181         22.20651569         63.83981344         98.93685428       6071.92340119          0.00000000
     106           39.47142986         17.20117209         22.27025777         59.63928371         98.51550173       6565.83625258          0.00000000
     107           39.92480824         17.57436185         22.35044639         56.42303717        100.65285473       7002.15073862          0.00000000
     108           39.68898854         17.23265021         22.45633832         54.67574639         98.69578498       7211.18460624          0.00000000
     109           40.24910429         17.65773403         22.59137027         54.81222797        101.13034844       7388.99501313          0.00000000
     110           40.19532624         17.43305621         22.76227002         56.91981596         99.84356126       7346.12731885          0.00000000
     111           41.11371421         18.14749185         22.96622236         60.63533247        103.93531648       7313.65625857          0.00000000
     112           41.30790604         18.10136695         23.20653909         65.48065262        103.67114737       7068.39865598          0.00000000
     113           41.09427633         17.62181574         23.47246059         70.67187177        100.92463524       6680.37918402          0.00000000
     114           41.46042366         17.71011871         23.75030495         75.47084317        101.43036890       6319.02285519          0.00000000
     115           41.40578757         17.37255835         24.03322922         79.44569444         99.49707458       5867.00893938          0.00000000
     116           41.62505580         17.31890064         24.30615516         82.17796795         99.18976316       5452.19622607          0.00000000
     117           41.75528682         17.19432723         24.56095959         83.48556073         98.47629948       5043.04516671          0.00000000
     118           42.23330060         17.44448957         24.78881102         83.29072779         99.90904304       4717.95490257          0.00000000
     119           41.83573819         16.84878834         24.98694985         81.65295865         96.49731007       4312.81748999          0.00000000
     120           41.91551324         16.76839881         25.14711443         78.75114587         96.03689874       4030.29898507          0.00000000
     121           41.71664006         16.44454565         25.27209441         74.81382235         94.18210906       3759.47794305          0.00000000
     122           42.40777501         17.04469575         25.36307926         70.19754226         97.61932180       3657.76248391          0.00000000
