istep  E_tot                                     E_kin                                    E_pot                F_norm                Temp                   Pressure              COM_momentum  CV_value     Inst_Bias     Tot_Bias
none   kJ/mol                                    kJ/mol                                   kJ/mol               kJ/(Åmol)             K                      Pa                    gÅ/fs         kJ/mol       kJ/mol
3098   1359.36947786                             681.98865583                             677.38082203         2086.25764392         2485.58739735          -383483.48482981      0.00000000    1.12856285   143.38359456  92.82920486
3099   1360.71618989                             673.52023669                             687.19595320         2110.98019258         2454.72325361          -440540.81440477      0.00000000    1.13081477   143.45234814  92.82920486
3100   1362.08585140                             664.51812586                             697.56772554         2138.51896201         2421.91400813          -506568.33937498      0.00000000    1.13316650   143.50624690  92.82920486
3101   1363.47784895                             655.10809995                             708.36974900         2168.45728596         2387.61806843          -579667.25025257      0.00000000    1.13561472   143.54290008  92.82920486
3102   1364.89115157                             645.42467884                             719.46647272         2200.34508197         2352.32570799          -657744.47258937      0.00000000    1.13815584   143.55993139  92.82920486
3103   1366.32430162                             635.60937082                             730.71493080         2233.70961802         2316.55267025          -738540.17839874      0.00000000    1.14078595   143.55500517  92.82920486
3104   1367.77541179                             625.80874850                             741.96666328         2268.06569000         2280.83315627          -819658.63069512      0.00000000    1.14350088   143.52585330  92.82920486
3105   1369.24216836                             616.17237929                             753.06978908         2302.92493492         2245.71228194          -898602.17964164      0.00000000    1.14629621   143.47030257  92.82920486
3106   1370.72184103                             606.85063768                             763.87120335         2337.80413568         2211.73810473          -972808.17068607      0.00000000    1.14916724   143.38630214  92.82920486
3107   1372.21129925                             597.99243069                             774.21886856         2372.23247686         2179.45333361          -1039688.46012778     0.00000000    1.15210905   143.27195061  92.82920486
3108   1373.70703507                             589.74287071                             783.96416437         2405.75778520         2149.38684766          -1096671.16230282     0.00000000    1.15511647   143.12552235  92.82920486
3109   1375.20519256                             582.24093345                             792.96425911         2437.95183304         2122.04516019          -1141244.17614428     0.00000000    1.15818413   142.94549255  92.82920486
3110   1376.70160340                             575.61714066                             801.08446274         2468.41480416         2097.90397286          -1170999.95915609     0.00000000    1.16130646   142.73056066  92.82920486
3111   1378.19182864                             569.99130872                             808.20051992         2496.77902573         2077.39997056          -1183680.93649198     0.00000000    1.16447772   142.47967175  92.82920486
3112   1379.67120632                             565.47040520                             814.20080112         2522.71206435         2060.92300908          -1177224.85523827     0.00000000    1.16769197   142.19203538  92.82920486
3113   1381.13490460                             562.14655437                             818.98835023         2545.91927432         2048.80884611          -1149809.32310166     0.00000000    1.17094315   141.86714169  92.82920486
3114   1382.57798019                             560.09523136                             822.48274883         2566.14587681         2041.33255952          -1099894.71073034     0.00000000    1.17422507   141.50477433  92.82920486
3115   1383.99544169                             559.37368152                             824.62176016         2583.17864157         2038.70278679          -1026264.55203426     0.00000000    1.17753141   141.10502007  92.82920486
3116   1385.38231754                             560.01959810                             825.36271944         2596.84723944         2041.05690526          -928062.55089847      0.00000000    1.18085578   140.66827479  92.82920486
3117   1386.73372815                             562.05008607                             824.68364207         2607.02533233         2048.45725610          -804825.29868729      0.00000000    1.18419170   140.19524591  92.82920486
3118   1388.04496166                             565.46093562                             822.58402605         2613.63146610         2060.88849607          -656509.82708402      0.00000000    1.18753262   139.68695101  92.82920486
3119   1389.31155292                             570.22622262                             819.08533030         2616.62982727         2078.25614174          -483515.16629849      0.00000000    1.19087198   139.14471289  92.82920486
3120   1390.52936463                             576.29824878                             814.23111585         2616.03091516         2100.38635106          -286697.14976095      0.00000000    1.19420319   138.57015103  92.82920486
3121   1391.69466974                             583.60782832                             808.08684142         2611.89216431         2127.02696836          -67375.80251751       0.00000000    1.19751964   137.96516974  92.82920486
3122   1392.80423374                             592.06492342                             800.73931032         2604.31852853         2157.84984027          172665.22968069       0.00000000    1.20081475   137.33194310  92.82920486
3123   1393.85539512                             601.55962549                             792.29576963         2593.46300826         2192.45439212          431187.61222305       0.00000000    1.20408196   136.67289715  92.82920486
3124   1394.84614211                             611.96347432                             782.88266779         2579.52706963         2230.37243567          704894.57931610       0.00000000    1.20731476   135.99068955  92.82920486
3125   1395.77518358                             623.13110184                             772.64408173         2562.76086937         2271.07415994          988573.46944160       0.00000000    1.21050670   135.28818706  92.82920486
3126   1396.64201171                             634.90218159                             761.73983012         2543.46316581         2313.97523640          1279792.92849482      0.00000000    1.21365141   134.56844134  92.82920486
3127   1397.44695450                             647.10365914                             750.34329536         2521.98076625         2358.44494801          1570536.19166028      0.00000000    1.21674259   133.83466336  92.82920486
3128   1398.19121593                             659.55223268                             738.63898325         2498.70733258         2403.81522979          1853081.33833995      0.00000000    1.21977407   133.09019678  92.82920486
3129   1398.87690214                             672.05704679                             726.81985535         2474.08134376         2449.39048694          2127634.66207907      0.00000000    1.22273976   132.33849093  92.82920486
3130   1399.50703264                             684.42255760                             715.08447503         2448.58299401         2494.45803693          2390134.74541418      0.00000000    1.22563374   131.58307337  92.82920486
3131   1400.08553564                             696.45152226                             703.63401338         2422.72979327         2538.29900512          2636610.46954056      0.00000000    1.22845020   130.82752276  92.82920486
3132   1400.61722761                             707.94806283                             692.66916478         2397.07063669         2580.19949144          2863243.62488225      0.00000000    1.23118349   130.07544212  92.82920486
3133   1401.10777723                             718.72075224                             682.38702499         2372.17813046         2619.46181760          3066428.39781437      0.00000000    1.23382813   129.33043290  92.82920486
3134   1401.56365480                             728.58566957                             672.97798524         2348.63901340         2655.41566223          3242826.86802542      0.00000000    1.23637881   128.59607000  92.82920486
3135   1401.99206814                             737.36937231                             664.62269583         2327.04260835         2687.42889392          3389419.78698731      0.00000000    1.23883040   127.87587810  92.82920486
3136   1402.40088652                             744.91173571                             657.48915081         2307.96738355         2714.91791921          3503552.04594656      0.00000000    1.24117799   127.17330932  92.82920486
3137   1402.79855422                             751.06861175                             651.72994246         2291.96590191         2737.35737384          3582972.37606379      0.00000000    1.24341686   126.49172255  92.82920486
3138   1403.19399545                             755.71426487                             647.47973057         2279.54867471         2754.28899983          3625866.94933611      0.00000000    1.24554250   125.83436430  92.82920486
3139   1403.59651233                             758.74354550                             644.85296684         2271.16768585         2765.32956726          3630886.66359233      0.00000000    1.24755065   125.20435133  92.82920486
3140   1404.01567767                             760.07376789                             643.94190978         2267.20057074         2770.17771830          3597167.99634301      0.00000000    1.24943725   124.60465502  92.82920486
3141   1404.46122400                             759.64626383                             644.81496017         2267.93656562         2768.61962978          3524347.39994095      0.00000000    1.25119852   124.03808741  92.82920486
3142   1404.94293069                             757.42758923                             647.51534146         2273.56534071         2760.53341078          3412569.28467586      0.00000000    1.25283091   123.50728896  92.82920486
3143   1405.47051021                             753.41036615                             652.06014405         2284.16966443         2745.89217156          3262487.69809964      0.00000000    1.25433113   123.01471784  92.82920486
3144   1406.05349521                             747.61374839                             658.43974682         2299.72252549         2724.76572035          3075261.85954414      0.00000000    1.25569617   122.56264082  92.82920486
3145   1406.70112742                             740.08350393                             666.61762349         2320.08890873         2697.32086395          2852545.75018780      0.00000000    1.25692327   122.15312544  92.82920486
3146   1407.42224971                             730.89171320                             676.53053650         2345.03195793         2663.82030790          2596471.99297745      0.00000000    1.25800995   121.78803358  92.82920486
3147   1408.22520228                             720.13608699                             688.08911529         2374.22284808         2624.62017056          2309630.28498869      0.00000000    1.25895404   121.46901604  92.82920486
3148   1409.11772414                             707.93891298                             701.17881117         2407.25340193         2580.16614373          1995040.66905007      0.00000000    1.25975362   121.19750820  92.82920486
3149   1410.10686070                             694.44564484                             715.66121586         2443.65035610         2530.98835031          1656121.95309026      0.00000000    1.26040707   120.97472658  92.82920486
3150   1411.19887851                             679.82315208                             731.37572643         2482.89021003         2477.69496572          1296655.60589040      0.00000000    1.26091308   120.80166608  92.82920486
3151   1412.39918795                             664.25765348                             748.14153447         2524.41374060         2420.96468608          920745.47767074       0.00000000    1.26127062   120.67909795  92.82920486
3152   1413.71227465                             647.95236083                             765.75991382         2567.63948814         2361.53814053          532773.71389533       0.00000000    1.26147896   120.60756823  92.82920486
3153   1415.14164036                             631.12486342                             784.01677694         2611.97576380         2300.20835868          137353.25127273       0.00000000    1.26153767   120.58739682  92.82920486
3154   1416.68975403                             614.00428712                             802.68546691         2656.83095526         2237.81041654          -260722.69363110      0.00000000    1.26144662   120.61867676  92.82920486
3155   1418.35801350                             596.82826484                             821.52974866         2701.62209176         2175.21039505          -656533.71046587      0.00000000    1.26120598   120.70127414  92.82920486
3156   1420.14671847                             579.83975773                             840.30696075         2745.78176305         2113.29379450          -1045087.40018789     0.00000000    1.26081623   120.83482822  92.82920486
3157   1422.05505512                             563.28376856                             858.77128656         2788.76356952         2052.95355618          -1421376.22014524     0.00000000    1.26027812   121.01875202  92.82920486
3158   1424.08109262                             547.40399056                             876.67710206         2830.04632283         1995.07784852          -1780435.46677091     0.00000000    1.25959274   121.25223340  92.82920486
3159   1426.22179185                             532.43943588                             893.78235597         2869.13722658         1940.53777925          -2114205.64009623     0.00000000    1.25876143   121.53423652  92.82920486
3160   1428.47302636                             518.62108880                             909.85193756         2905.57425698         1890.17519762          -2418396.54922673     0.00000000    1.25778587   121.86350403  92.82920486
3161   1430.82961557                             506.16862890                             924.66098667         2938.92794101         1844.79075152          -2690647.03792311     0.00000000    1.25666799   122.23855979  92.82920486
3162   1433.28537001                             495.28726889                             937.99810112         2968.80270257         1805.13236268          -2927153.37017399     0.00000000    1.25541002   122.65771255  92.82920486
3163   1435.83314839                             486.16475111                             949.66839729         2994.83791836         1771.88427997          -3124429.57912588     0.00000000    1.25401448   123.11906039  92.82920486
3164   1438.46492596                             478.96854502                             959.49638094         3016.70879839         1745.65686547          -3279347.75454436     0.00000000    1.25248415   123.62049634  92.82920486
3165   1441.17187361                             473.84328618                             967.32858743         3034.12718201         1726.97726037          -3389176.06607603     0.00000000    1.25082210   124.15971514  92.82920486
3166   1443.94444704                             470.90849435                             973.03595269         3046.84232038         1716.28106837          -3451614.18850849     0.00000000    1.24903163   124.73422131  92.82920486
3167   1446.77248500                             470.25660540                             976.51587960         3054.64169930         1713.90518290          -3464825.78327323     0.00000000    1.24711634   125.34133870  92.82920486
3168   1449.64531576                             471.95134808                             977.69396768         3057.35194358         1720.08187074          -3427467.68026732     0.00000000    1.24508004   125.97822160  92.82920486
3169   1452.55187043                             476.02649212                             976.52537831         3054.83983397         1734.93420966          -3338715.39671098     0.00000000    1.24292680   126.64186748  92.82920486
3170   1455.48080218                             482.48499009                             972.99581209         3047.01346085         1758.47296070          -3198284.62626158     0.00000000    1.24066091   127.32913144  92.82920486
3171   1458.42060976                             491.29852996                             967.12207980         3033.82353429         1790.59493726          -3006448.33294579     0.00000000    1.23828689   128.03674244  92.82920486
3172   1461.35976401                             502.40750988                             958.95225412         3015.26486787         1831.08291350          -2764049.09146054     0.00000000    1.23580946   128.76132127  92.82920486
3173   1464.28683589                             515.72144150                             948.56539439         2991.37805324         1879.60709402          -2472506.32860463     0.00000000    1.23323353   129.49940021  92.82920486
3174   1467.19062446                             531.11978161                             936.07084285         2962.25134367         1935.72814497          -2133818.14030728     0.00000000    1.23056422   130.24744432  92.82920486
3175   1470.06028323                             548.45318641                             921.60709682         2928.02276642         1998.90176547          -1750557.38503917     0.00000000    1.22780679   131.00187428  92.82920486
3176   1472.88544335                             567.54517644                             905.34026691         2888.88248598         2068.48475545          -1325861.78666544     0.00000000    1.22496669   131.75909047  92.82920486
3177   1475.65633214                             588.19419421                             887.46213793         2845.07543971         2143.74251509          -863417.81863709      0.00000000    1.22204948   132.51549822  92.82920486
3178   1478.36388526                             610.17603086                             868.18785440         2796.90426468         2223.85788899          -367438.18488551      0.00000000    1.21906087   133.26753388  92.82920486
3179   1480.99985124                             633.24659259                             847.75325865         2744.73252344         2307.94124873          157367.23803852       0.00000000    1.21600668   134.01169144  92.82920486
3180   1483.55688673                             657.14497224                             826.41191449         2688.98821585         2395.04168766          705827.07940712       0.00000000    1.21289282   134.74454934  92.82920486
3181   1486.02864125                             681.59678687                             804.43185439         2630.16752473         2484.15918509          1272350.79671948      0.00000000    1.20972529   135.46279713  92.82920486
3182   1488.40983011                             706.31773768                             782.09209244         2568.83867987         2574.25758079          1849291.17861015      0.00000000    1.20651013   136.16326165  92.82920486
3183   1490.69629428                             731.01734507                             759.67894921         2505.64572518         2664.27818794          2426673.67189883      0.00000000    1.20325345   136.84293215  92.82920486
3184   1492.88504632                             755.40280865                             737.48223767         2441.31182709         2753.15386121          2999673.28030242      0.00000000    1.19996138   137.49898421  92.82920486
3185   1494.97430133                             779.18293946                             715.79136187         2376.64155683         2839.82332843          3561360.78352854      0.00000000    1.19664006   138.12880192  92.82920486
3186   1496.96349236                             802.07211051                             694.89138185         2312.52130777         2923.24558862          4104808.18181894      0.00000000    1.19329560   138.72999790  92.82920486
3187   1498.85326970                             823.79417047                             675.05909922         2249.91667987         3002.41417599          4623180.92146896      0.00000000    1.18993411   139.30043100  92.82920486
3188   1500.64548381                             844.08626567                             656.55921814         2189.86530894         3076.37108958          5109831.74342879      0.00000000    1.18656164   139.83822128  92.82920486
3189   1502.34315195                             862.70251608                             639.64063587         2133.46332064         3144.22019088          5558394.86079560      0.00000000    1.18318417   140.34176197  92.82920486
3190   1503.95040848                             879.41749258                             624.53291590         2081.84349091         3205.13987715          5948052.43405631      0.00000000    1.17980762   140.80972833  92.82920486
3191   1505.47243971                             894.02944508                             611.44299463         2036.14350278         3258.39484651          6254701.07034477      0.00000000    1.17643777   141.24108319  92.82920486
3192   1506.91540367                             906.36323375                             600.55216991         1997.46363977         3303.34678146          6503745.91675975      0.00000000    1.17308033   141.63507912  92.82920486
3193   1508.28633608                             916.27291979                             592.01341628         1966.81499908         3339.46379091          6692470.36257969      0.00000000    1.16974082   141.99125722  92.82920486
3194   1509.59304367                             923.64397577                             585.94906789         1945.06174981         3366.32846629          6818906.62804871      0.00000000    1.16642464   142.30944263  92.82920486
3195   1510.84398637                             928.39508098                             582.44890539         1932.86359573         3383.64442474          6881852.95924829      0.00000000    1.16313702   142.58973675  92.82920486
3196   1512.04815008                             930.47947216                             581.56867792         1930.62651089         3391.24123212          6880881.00875698      0.00000000    1.15988298   142.83250653  92.82920486
3197   1513.21491188                             929.88582610                             583.32908578         1938.46996692         3389.07761962          6816333.55857908      0.00000000    1.15666736   143.03837089  92.82920486
3198   1514.35389974                             926.63865643                             587.71524330         1956.21668430         3377.24293011          6689312.85419708      0.00000000    1.15349478   143.20818463  92.82920486
3199   1515.47484885                             920.79821384                             594.67663501         1983.40678796         3355.95675418          6501659.91971196      0.00000000    1.15036962   143.34302018  92.82920486
3200   1516.58745683                             912.45988514                             604.12757169         2019.33346004         3325.56674028          6255925.31333666      0.00000000    1.14729601   143.44414738  92.82920486
3201   1517.70123993                             901.75309403                             615.94814591         2063.09341465         3286.54458819          5955331.85985670      0.00000000    1.14427785   143.51301187  92.82920486
3202   1518.82539275                             888.83971288                             629.98567987         2113.64389749         3239.48026070          5603729.96233289      0.00000000    1.14131875   143.55121223  92.82920486
3203   1519.96865331                             873.91200217                             646.05665113         2169.85854611         3185.07447361          5205546.14992345      0.00000000    1.13842205   143.56047645  92.82920486
3204   1521.13917601                             857.19010101                             663.94907500         2230.57659348         3124.12954963          4765725.56321301      0.00000000    1.13559080   143.54263799  92.82920486
3205   1522.34441423                             838.91909897                             683.42531527         2294.64251697         3057.53874635          4289669.11407911      0.00000000    1.13282775   143.49961177  92.82920486
3206   1523.59101456                             819.36572621                             704.22528834         2360.93550573         2986.27419309          3783166.08529430      0.00000000    1.13013536   143.43337048  92.82920486
3207   1524.88472435                             798.81470526                             726.07001909         2428.38964908         2911.37359430          3252322.95719388      0.00000000    1.12751577   143.34592157  92.82920486
3208   1526.23031415                             777.56481367                             748.66550048         2496.00651960         2833.92587979          2703489.26617188      0.00000000    1.12497081   143.23928506  92.82920486
3209   1527.63151618                             755.92471282                             771.70680336         2562.86201689         2755.05600197          2143181.31357535      0.00000000    1.12250199   143.11547248  92.82920486
3210   1529.09097979                             734.20860257                             794.88237722         2628.10918264         2675.90909902          1578004.55438473      0.00000000    1.12011051   142.97646728  92.82920486
3211   1530.61024474                             712.73176632                             817.87847842         2690.97838365         2597.63425815          1014575.50297963      0.00000000    1.11779725   142.82420669  92.82920486
3212   1532.18973241                             691.80607384                             840.38365857         2750.77591242         2521.36812516          459443.99771429       0.00000000    1.11556274   142.66056522  92.82920486
3213   1533.82875491                             671.73551157                             862.09324335         2806.88174203         2448.21861424          -80871.66544244       0.00000000    1.11340724   142.48734004  92.82920486
3214   1535.52554191                             652.81181097                             882.71373093         2858.74692031         2379.24897477          -597743.36271422      0.00000000    1.11133065   142.30623814  92.82920486
3215   1537.27728402                             635.31024438                             901.96703964         2905.89090092         2315.46246896          -1084585.06100926     0.00000000    1.10933259   142.11886537  92.82920486
3216   1539.08019210                             619.48565575                             919.59453635         2947.89897967         2257.78790543          -1536087.20666857     0.00000000    1.10741236   141.92671733  92.82920486
3217   1540.92957069                             605.56878963                             935.36078106         2984.41992113         2207.06625961          -1947457.32541796     0.00000000    1.10556897   141.73117218  92.82920486
3218   1542.81990435                             593.76297604                             949.05692832         3015.16381182         2164.03859158          -2314470.92145609     0.00000000    1.10380114   141.53348513  92.82920486
3219   1544.74495497                             584.24122256                             960.50373242         3039.90015236         2129.33544770          -2633514.22250779     0.00000000    1.10210730   141.33478477  92.82920486
3220   1546.69786835                             577.14375700                             969.55411134         3058.45619171         2103.46790462          -2901618.43382265     0.00000000    1.10048563   141.13607087  92.82920486
3221   1548.67128822                             572.57605593                             976.09523229         3070.71550663         2086.82038399          -3116485.29660744     0.00000000    1.09893403   140.93821375  92.82920486
3222   1550.65747599                             570.60738568                             980.05009031         3076.61683288         2079.64533507          -3276503.87668080     0.00000000    1.09745018   140.74195502  92.82920486
3223   1552.64843433                             571.26987404                             981.37856029         3076.15315787         2082.05985137          -3380758.63319834     0.00000000    1.09603150   140.54790953  92.82920486
3224   1554.63603303                             574.55812225                             980.07791079         3069.37108714         2094.04425643          -3429028.93158025     0.00000000    1.09467524   140.35656837  92.82920486
3225   1556.61213545                             580.42935876                             976.18277669         3056.37049694         2115.44266440          -3421780.26656207     0.00000000    1.09337839   140.16830286  92.82920486
3226   1558.56872382                             588.80412848                             969.76459533         3037.30448429         2145.96549187          -3360147.54882136     0.00000000    1.09213781   139.98336933  92.82920486
3227   1560.49802186                             599.56750337                             960.93051849         3012.37962312         2185.19387015          -3245910.88112502     0.00000000    1.09095016   139.80191451  92.82920486
3228   1562.39261311                             612.57079322                             949.82181989         2981.85653155         2232.58588041          -3081464.30751098     0.00000000    1.08981195   139.62398155  92.82920486
3229   1564.24555319                             627.63372847                             936.61182472         2946.05074996         2287.48450917          -2869778.06254479     0.00000000    1.08871958   139.44951629  92.82920486
3230   1566.05047463                             644.54708043                             921.50339419         2905.33391998         2349.12719797          -2614354.87867468     0.00000000    1.08766930   139.27837391  92.82920486
3231   1567.80168255                             663.07567848                             904.72600407         2860.13523991         2416.65683999          -2319180.93010790     0.00000000    1.08665729   139.11032573  92.82920486
3232   1569.49424001                             682.96177864                             886.53246136         2810.94314618         2489.13405721          -1988672.00371149     0.00000000    1.08567964   138.94506603  92.82920486
3233   1571.12404150                             703.92873348                             867.19530802         2758.30713158         2565.55057568          -1627615.49360261     0.00000000    1.08473238   138.78221892  92.82920486
3234   1572.68787372                             725.68490964                             847.00296408         2702.83955077         2644.84350351          -1241108.81870930     0.00000000    1.08381148   138.62134498  92.82920486
3235   1574.18346250                             747.92779672                             826.25566578         2645.21717819         2725.91030623          -834494.86380571      0.00000000    1.08291292   138.46194788  92.82920486
3236   1575.60950544                             770.34824936                             805.26125609         2586.18216620         2807.62426735          -413295.04616761      0.00000000    1.08203264   138.30348065  92.82920486
3237   1576.96568957                             792.63480314                             784.33088643         2526.54189912         2888.85021846          16859.38662545        0.00000000    1.08116659   138.14535171  92.82920486
3238   1578.25269401                             814.47800517                             763.77468884         2467.16705407         2968.46032227          450297.21630153       0.00000000    1.08031079   137.98693068  92.82920486
3239   1579.47217756                             835.57470020                             743.89747736         2408.98697632         3045.34969401          881377.65080354       0.00000000    1.07946125   137.82755369  92.82920486
3240   1580.62675151                             855.63221477                             724.99453674         2352.98128704         3118.45165108          1304560.62722086      0.00000000    1.07861408   137.66652854  92.82920486
3241   1581.71993822                             874.37238362                             707.34755460         2300.16652472         3186.75238765          1707340.12780478      0.00000000    1.07776545   137.50313940  92.82920486
3242   1582.75611609                             891.53536503                             691.22075106         2251.57666870         3249.30488016          2073246.13613702      0.00000000    1.07691162   137.33665125  92.82920486
3243   1583.74045185                             906.88319490                             676.85725695         2208.23671793         3305.24184067          2402070.96711410      0.00000000    1.07604898   137.16631402  92.82920486
3244   1584.67882133                             920.20303317                             664.47578816         2171.12921038         3353.78754864          2694956.08601245      0.00000000    1.07517403   136.99136641  92.82920486
3245   1585.57771982                             931.31005997                             654.26765984         2141.15471359         3394.26840651          2949538.42340077      0.00000000    1.07428339   136.81103953  92.82920486
3246   1586.44416353                             940.04998405                             646.39417949         2119.08880096         3426.12208171          3164106.02352280      0.00000000    1.07337386   136.62456034  92.82920486
3247   1587.28558361                             946.30113060                             640.98445301         2105.53955436         3448.90511623          3337588.53853993      0.00000000    1.07244237   136.43115491  92.82920486
3248   1588.10971424                             949.97608168                             638.13363256         2100.91072028         3462.29890515          3469541.06452439      0.00000000    1.07148605   136.23005162  92.82920486
3249   1588.92447665                             951.02284785                             637.90162880         2105.37577281         3466.11396684          3560122.26718709      0.00000000    1.07050220   136.02048430  92.82920486
3250   1589.73786066                             949.42555615                             640.31230451         2118.86699070         3460.29245047          3610067.67274696      0.00000000    1.06948831   135.80169534  92.82920486
3251   1590.55780552                             945.20464591                             645.35315960         2141.08136708         3444.90884959          3620658.91616460      0.00000000    1.06844208   135.57293893  92.82920486
3252   1591.39208188                             938.41657047                             652.97551141         2171.50234139         3420.16891494          3593689.65007019      0.00000000    1.06736142   135.33348434  92.82920486
3253   1592.24817660                             929.15300954                             663.09516706         2209.43382028         3386.40678398          3531428.72720343      0.00000000    1.06624445   135.08261933  92.82920486
3254   1593.13318204                             917.53960380                             675.59357824         2254.04144161         3344.08036889          3436581.18042264      0.00000000    1.06508952   134.81965381  92.82920486
3255   1594.05369161                             903.73422968                             690.31946193         2304.39580751         3293.76506872          3312247.44008341      0.00000000    1.06389520   134.54392365  92.82920486
3256   1595.01570291                             887.92483866                             707.09086425         2359.51326415         3236.14589465          3161881.15104220      0.00000000    1.06266032   134.25479477  92.82920486
3257   1596.02453013                             870.32689157                             725.69763855         2418.39125199         3172.00811886          2989245.88241946      0.00000000    1.06138392   133.95166744  92.82920486
3258   1597.08472671                             851.18042371                             745.90430300         2480.03677838         3102.22657804          2798370.96380469      0.00000000    1.06006531   133.63398086  92.82920486
3259   1598.20001964                             830.74678180                             767.45323785         2543.48782025         3027.75378089          2593506.63259694      0.00000000    1.05870401   133.30121803  92.82920486
3260   1599.37325614                             809.30507813                             790.06817802         2607.82830059         2949.60698481          2379078.63900809      0.00000000    1.05729982   132.95291081  92.82920486
3261   1600.60636357                             787.14841096                             813.45795261         2672.19771116         2868.85442066          2153367.09384767      0.00000000    1.05585278   132.58864524  92.82920486
3262   1601.90032311                             764.57990326                             837.32041986         2735.79657303         2786.60085552          1927698.48409103      0.00000000    1.05436317   132.20806704  92.82920486
3263   1603.25515759                             741.90861399                             861.34654360         2797.88885179         2703.97269094          1707900.78085402      0.00000000    1.05283153   131.81088731  92.82920486
3264   1604.66993351                             719.44537771                             885.22455580         2857.80227350         2622.10279983          1498498.03356257      0.00000000    1.05125864   131.39688823  92.82920486
3265   1606.14277734                             697.49862872                             908.64414861         2914.92728841         2542.11530704          1303898.56497998      0.00000000    1.04964553   130.96592891  92.82920486
3266   1607.67090570                             676.37026597                             931.30063972         2968.71524111         2465.11051857          1128354.97673475      0.00000000    1.04799347   130.51795121  92.82920486
3267   1609.25066907                             656.35161392                             952.89905515         3018.67614632         2392.15020050          975925.58217944       0.00000000    1.04630399   130.05298538  92.82920486
3268   1610.87760832                             637.71953313                             973.15807519         3064.37634380         2324.24340351          850437.27954973       0.00000000    1.04457885   129.57115567  92.82920486
3269   1612.54652329                             620.73273183                             991.81379146         3105.43621192         2262.33302000          755449.88897754       0.00000000    1.04282003   129.07268557  92.82920486
3270   1614.25155238                             605.62832695                             1008.62322543        3141.52805167         2207.28325034          694221.99133600       0.00000000    1.04102976   128.55790283  92.82920486
3271   1615.98626211                             592.61869949                             1023.36756262        3172.37420685         2159.86814192          669678.32458739       0.00000000    1.03921050   128.02724398  92.82920486
3272   1617.74374537                             581.88868510                             1035.85506027        3197.74545468         2120.76134988          684378.81378943       0.00000000    1.03736493   127.48125840  92.82920486
3273   1619.51672689                             573.59313611                             1045.92359077        3217.45968203         2090.52725164          740489.33375697       0.00000000    1.03549593   126.92061184  92.82920486
3274   1621.29767467                             567.85488636                             1053.44278831        3231.38085012         2069.61352948          839754.32816703       0.00000000    1.03360661   126.34608922  92.82920486
3275   1623.07891564                             564.76314473                             1058.31577092        3239.41824498         2058.34531558          983471.43523051       0.00000000    1.03170028   125.75859679  92.82920486
3276   1624.85275411                             564.37233770                             1060.48041641        3241.52600772         2056.92097368          1172468.29751467      0.00000000    1.02978044   125.15916344  92.82920486
3277   1626.61159126                             566.70141539                             1059.91017587        3237.70293882         2065.40956966          1407081.76163860      0.00000000    1.02785079   124.54894120  92.82920486
3278   1628.34804420                             571.73362932                             1056.61441488        3227.99257162         2083.75006170          1687139.70189375      0.00000000    1.02591520   123.92920485  92.82920486
3279   1630.05506285                             579.41678422                             1050.63827863        3212.48351218         2111.75221808          2011945.72984353      0.00000000    1.02397773   123.30135059  92.82920486
3280   1631.72604314                             589.66395997                             1042.06208317        3191.31004426         2149.09924827          2380267.07904500      0.00000000    1.02204260   122.66689382  92.82920486
3281   1633.35493496                             602.35469363                             1031.00024132        3164.65299979         2195.35211096          2790325.97959088      0.00000000    1.02011416   122.02746584  92.82920486
3282   1634.93634344                             617.33660563                             1017.59973782        3132.74089453         2249.95544096          3239794.86049105      0.00000000    1.01819695   121.38480973  92.82920486
3283   1636.46562217                             634.42744843                             1002.03817374        3095.85132627         2312.24501589          3725795.73823235      0.00000000    1.01629561   120.74077519  92.82920486
3284   1637.93895707                             653.41755064                             984.52140643         3054.31262570         2381.45666383          4244904.16632165      0.00000000    1.01441492   120.09731243  92.82920486
3285   1639.35343983                             674.07262421                             965.28081563         3008.50573779         2456.73649451          4793158.13226801      0.00000000    1.01255977   119.45646529  92.82920486
3286   1640.70712981                             696.13689770                             944.57023211         2958.86629024         2537.15231913          5366072.29422079      0.00000000    1.01073514   118.82036337  92.82920486
3287   1641.99910359                             719.33653469                             922.66256890         2905.88677264         2621.70610873          5958657.94814024      0.00000000    1.00894612   118.19121342  92.82920486
3288   1643.22949138                             743.38329189                             899.84619950         2850.11870147         2709.34732698          6565449.10656309      0.00000000    1.00719786   117.57129007  92.82920486
3289   1644.39949976                             767.97836910                             876.42113067         2792.17457696         2798.98696165          7180535.05021953      0.00000000    1.00549556   116.96292573  92.82920486
3290   1645.51142028                             792.81639997                             852.69502031         2732.72934384         2889.51206934          7797599.68225295      0.00000000    1.00384449   116.36850011  92.82920486
3291   1646.56862371                             817.58953067                             828.97909304         2672.52094642         2979.80064077          8409967.96975095      0.00000000    1.00224994   115.79042901  92.82920486
3292   1647.57553983                             841.99153222                             805.58400762         2612.34941856         3068.73658858          9010659.69673087      0.00000000    1.00071719   115.23115285  92.82920486
