istep  E_tot                                     E_kin                                    E_pot                F_norm                Temp                   Pressure              COM_momentum  CV_value     Inst_Bias     Tot_Bias
none   kJ/mol                                    kJ/mol                                   kJ/mol               kJ/(Åmol)             K                      Pa                    gÅ/fs         kJ/mol       kJ/mol
226    120.05772995                              74.56641232                              45.49131764          243.66144694          271.76600832           1398937.66598559      0.00000000    0.49664976   0.00000000    0.00000000
227    120.14334731                              74.52858134                              45.61476597          244.16219956          271.62812891           1331509.79768333      0.00000000    0.49613973   0.00000000    0.00000000
228    120.22892045                              74.39742758                              45.83149287          246.53208612          271.15012371           1258586.55205132      0.00000000    0.49563804   0.00000000    0.00000000
229    120.31467227                              74.17207932                              46.14259295          250.72471093          270.32881562           1180397.24291125      0.00000000    0.49514557   0.00000000    0.00000000
230    120.40082623                              73.85263806                              46.54818817          256.63704944          269.16457458           1097200.45380388      0.00000000    0.49466322   0.00000000    0.00000000
231    120.48760365                              73.44018275                              47.04742090          264.12083284          267.66133297           1009283.37097916      0.00000000    0.49419191   0.00000000    0.00000000
232    120.57522102                              72.93676282                              47.63845820          272.99657617          265.82656020           916960.88154685       0.00000000    0.49373258   0.00000000    0.00000000
233    120.66388739                              72.34538016                              48.31850723          283.06751764          263.67119693           820574.44110872       0.00000000    0.49328615   0.00000000    0.00000000
234    120.75380178                              71.66996010                              49.08384168          294.13151803          261.20954956           720490.71757676       0.00000000    0.49285358   0.00000000    0.00000000
235    120.84515077                              70.91531194                              49.92983883          305.99000973          258.45914611           617100.02018974       0.00000000    0.49243582   0.00000000    0.00000000
236    120.93810613                              70.08707927                              50.85102686          318.45394777          255.44055530           510814.52494260       0.00000000    0.49203383   0.00000000    0.00000000
237    121.03282273                              69.19168077                              51.84114196          331.34722476          252.17717078           402066.30971906       0.00000000    0.49164854   0.00000000    0.00000000
238    121.12943656                              68.23624217                              52.89319439          344.50819558          248.69496308           291305.21434483       0.00000000    0.49128090   0.00000000    0.00000000
239    121.22806298                              67.22852006                              53.99954293          357.78993449          245.02220201           178996.54253680       0.00000000    0.49093185   0.00000000    0.00000000
240    121.32879524                              66.17681857                              55.15197667          371.05972780          241.18915295           65618.62429703        0.00000000    0.49060232   0.00000000    0.00000000
241    121.43170320                              65.08989976                              56.34180344          384.19816611          237.22775029           -48339.74132916       0.00000000    0.49029321   0.00000000    0.00000000
242    121.53683239                              63.97688887                              57.55994352          397.09807692          233.17125196           -162381.94205114      0.00000000    0.49000541   0.00000000    0.00000000
243    121.64420328                              62.84717536                              58.79702791          409.66344511          229.05387899           -276006.28467330      0.00000000    0.48973979   0.00000000    0.00000000
244    121.75381088                              61.71031112                              60.04349976          421.80840308          224.91044433           -388708.78125787      0.00000000    0.48949721   0.00000000    0.00000000
245    121.86562465                              60.57590680                              61.28971784          433.45633028          220.77597514           -499985.96592098      0.00000000    0.48927847   0.00000000    0.00000000
246    121.97958865                              59.45352762                              62.52606103          444.53907564          216.68533300           -609337.71884120      0.00000000    0.48908438   0.00000000    0.00000000
247    122.09562207                              58.35258980                              63.74303227          454.99630170          212.67283639           -716270.07406364      0.00000000    0.48891569   0.00000000    0.00000000
248    122.21361998                              57.28225880                              64.93136118          464.77494158          208.77188988           -820297.98792501      0.00000000    0.48877313   0.00000000    0.00000000
249    122.33345437                              56.25135055                              66.08210382          473.82875657          205.01462423           -920948.04539258      0.00000000    0.48865737   0.00000000    0.00000000
250    122.45497554                              55.26823690                              67.18673863          482.11798125          201.43155161           -1017761.08230435     0.00000000    0.48856906   0.00000000    0.00000000
251    122.57801361                              54.34075625                              68.23725737          489.60904369          198.05123991           -1110294.70240319     0.00000000    0.48850881   0.00000000    0.00000000
252    122.70238042                              53.47613041                              69.22625001          496.27434934          194.90000996           -1198125.66916550     0.00000000    0.48847717   0.00000000    0.00000000
253    122.82787151                              52.68088884                              70.14698267          502.09211880          192.00165905           -1280852.15372318     0.00000000    0.48847464   0.00000000    0.00000000
254    122.95426838                              51.96080079                              70.99346759          507.04627113          189.37721398           -1358095.82164907     0.00000000    0.48850168   0.00000000    0.00000000
255    123.08134090                              51.32081653                              71.76052438          511.12634561          187.04471649           -1429503.74300670     0.00000000    0.48855869   0.00000000    0.00000000
256    123.20884983                              50.76501792                              72.44383191          514.32745625          185.01904349           -1494750.11183596     0.00000000    0.48864603   0.00000000    0.00000000
257    123.33654948                              50.29657931                              73.03997016          516.65027426          183.31176420           -1553537.76314111     0.00000000    0.48876399   0.00000000    0.00000000
258    123.46419043                              49.91773881                              73.54645162          518.10103474          181.93103570           -1605599.47744241     0.00000000    0.48891281   0.00000000    0.00000000
259    123.59152233                              49.62978055                              73.96174178          518.69156411          180.88153816           -1650699.06503304     0.00000000    0.48909266   0.00000000    0.00000000
260    123.71829668                              49.43302797                              74.28526871          518.43932568          180.16445035           -1688632.22422251     0.00000000    0.48930366   0.00000000    0.00000000
261    123.84426957                              49.32684822                              74.51742135          517.36748065          179.77746584           -1719227.17002832     0.00000000    0.48954587   0.00000000    0.00000000
262    123.96920445                              49.30966765                              74.65953679          515.50496185          179.71484927           -1742345.03197782     0.00000000    0.48981929   0.00000000    0.00000000
263    124.09287474                              49.37899816                              74.71387657          512.88655725          179.96753241           -1757880.02187610     0.00000000    0.49012384   0.00000000    0.00000000
264    124.21506637                              49.53147402                              74.68359235          509.55299940          180.52324849           -1765759.37456904     0.00000000    0.49045939   0.00000000    0.00000000
265    124.33558015                              49.76289881                              74.57268134          505.55105601          181.36670322           -1765943.06685409     0.00000000    0.49082576   0.00000000    0.00000000
266    124.45423400                              50.06830192                              74.38593207          500.93361492          182.47978056           -1758423.32175059     0.00000000    0.49122267   0.00000000    0.00000000
267    124.57086492                              50.44200375                              74.12886117          495.75975459          183.84178056           -1743223.90731102     0.00000000    0.49164981   0.00000000    0.00000000
268    124.68533083                              50.87768905                              73.80764179          490.09478825          185.42968658           -1720399.24102000     0.00000000    0.49210679   0.00000000    0.00000000
269    124.79751210                              51.36848738                              73.42902472          484.01026570          187.21845850           -1690033.31256567     0.00000000    0.49259317   0.00000000    0.00000000
270    124.90731282                              51.90705978                              73.00025304          477.58391234          189.18134858           -1652238.43936477     0.00000000    0.49310843   0.00000000    0.00000000
271    125.01466183                              52.48569054                              72.52897129          470.89947926          191.29023604           -1607153.87065948     0.00000000    0.49365201   0.00000000    0.00000000
272    125.11951343                              53.09638310                              72.02313033          464.04647249          193.51597646           -1554944.25726770     0.00000000    0.49422327   0.00000000    0.00000000
273    125.22184779                              53.73095876                              71.49088903          457.11972300          195.82876166           -1495798.00514443     0.00000000    0.49482152   0.00000000    0.00000000
274    125.32167110                              54.38115722                              70.94051388          450.21875420          198.19848598           -1429925.53179020     0.00000000    0.49544602   0.00000000    0.00000000
275    125.41901537                              55.03873755                              70.38027783          443.44690048          200.59511436           -1357557.44521103     0.00000000    0.49609595   0.00000000    0.00000000
276    125.51393792                              55.69557847                              69.81835945          436.91013088          202.98904791           -1278942.66558795     0.00000000    0.49677047   0.00000000    0.00000000
277    125.60652061                              56.34377682                              69.26274380          430.71553969          205.35148258           -1194346.51004444     0.00000000    0.49746867   0.00000000    0.00000000
278    125.69686878                              56.97574283                              68.72112594          424.96948060          207.65475662           -1104048.76090628     0.00000000    0.49818958   0.00000000    0.00000000
279    125.78510983                              57.58429129                              68.20081854          419.77534742          209.87268263           -1008341.73762499     0.00000000    0.49893221   0.00000000    0.00000000
280    125.87139170                              58.16272731                              67.70866439          415.23104079          211.98086033           -907528.39208894      0.00000000    0.49969549   0.00000000    0.00000000
281    125.95588093                              58.70492579                              67.25095514          411.42620606          213.95696610           -801920.44637467      0.00000000    0.50047834   0.00000000    0.00000000
282    126.03876061                              59.20540359                              66.83335703          408.43937677          215.78101594           -691836.59110153      0.00000000    0.50127963   0.00000000    0.00000000
283    126.12022812                              59.65938348                              66.46084465          406.33520344          217.43559872           -577600.76145619      0.00000000    0.50209818   0.00000000    0.00000000
284    126.20049265                              60.06284920                              66.13764345          405.16197681          218.90607674           -459540.50665627      0.00000000    0.50293279   0.00000000    0.00000000
285    126.27977263                              60.41259091                              65.86718172          404.94965933          220.18075130           -337985.46713984      0.00000000    0.50378223   0.00000000    0.00000000
286    126.35829302                              60.70624042                              65.65205260          405.70861129          221.25099127           -213265.97211529      0.00000000    0.50464524   0.00000000    0.00000000
287    126.43628254                              60.94229589                              65.49398665          407.42913845          222.11132303           -85711.76829948       0.00000000    0.50552054   0.00000000    0.00000000
288    126.51397083                              61.12013562                              65.39383522          410.08190594          222.75948070           44349.11126646        0.00000000    0.50640681   0.00000000    0.00000000
289    126.59158562                              61.24002075                              65.35156488          413.61917213          223.19641607           176591.33148629       0.00000000    0.50730274   0.00000000    0.00000000
290    126.66934991                              61.30308691                              65.36626300          417.97671470          223.42626807           310693.08786341       0.00000000    0.50820698   0.00000000    0.00000000
291    126.74747917                              61.31132481                              65.43615436          423.07626298          223.45629208           446336.78504552       0.00000000    0.50911820   0.00000000    0.00000000
292    126.82617872                              61.26755009                              65.55862863          428.82822460          223.29674998           583209.56100132       0.00000000    0.51003504   0.00000000    0.00000000
293    126.90564112                              61.17536269                              65.73027843          435.13449942          222.96076224           721003.65882091       0.00000000    0.51095614   0.00000000    0.00000000
294    126.98604377                              61.03909639                              65.94694738          441.89120453          222.46412377           859416.65035983       0.00000000    0.51188015   0.00000000    0.00000000
295    127.06754668                              60.86375891                              66.20378778          448.99117790          221.82508581           998151.51812853       0.00000000    0.51280571   0.00000000    0.00000000
296    127.15029047                              60.65496348                              66.49532699          456.32617783          221.06410646           1136916.60393332      0.00000000    0.51373148   0.00000000    0.00000000
297    127.23439451                              60.41885264                              66.81554186          463.78873944          220.20357289           1275425.43477403      0.00000000    0.51465613   0.00000000    0.00000000
298    127.31995543                              60.16201514                              67.15794030          471.27368573          219.26749857           1413396.43836967      0.00000000    0.51557833   0.00000000    0.00000000
299    127.40704585                              59.89139703                              67.51564882          478.67931544          218.28119925           1550552.56238852      0.00000000    0.51649678   0.00000000    0.00000000
300    127.49571337                              59.61420805                              67.88150532          485.90830557          217.27095158           1686620.81297989      0.00000000    0.51741021   0.00000000    0.00000000
301    127.58597988                              59.33782430                              68.24815558          492.86837272          216.26363870           1821331.72951517      0.00000000    0.51831735   0.00000000    0.00000000
302    127.67784122                              59.06968862                              68.60815260          499.47273864          215.28638688           1954418.81352667      0.00000000    0.51921698   0.00000000    0.00000000
303    127.77126713                              58.81720972                              68.95405741          505.64044213          214.36619799           2085617.93066476      0.00000000    0.52010790   0.00000000    0.00000000
304    127.86620145                              58.58766136                              69.27854009          511.29653453          213.52958215           2214666.70506002      0.00000000    0.52098894   0.00000000    0.00000000
305    127.96256276                              58.38808289                              69.57447987          516.37219007          212.80219509           2341303.92576890      0.00000000    0.52185898   0.00000000    0.00000000
306    128.06024524                              58.22518232                              69.83506293          520.80475659          212.20848491           2465268.98498444      0.00000000    0.52271692   0.00000000    0.00000000
307    128.15911986                              58.10524312                              70.05387674          524.53776692          211.77135246           2586301.36740938      0.00000000    0.52356173   0.00000000    0.00000000
308    128.25903582                              58.03403599                              70.22499983          527.52092645          211.51182976           2704140.20961134      0.00000000    0.52439239   0.00000000    0.00000000
309    128.35982236                              58.01673666                              70.34308570          529.71008918          211.44878033           2818523.94731507      0.00000000    0.52520795   0.00000000    0.00000000
310    128.46129069                              58.05785076                              70.40343993          531.06723129          211.59862547           2929190.06744140      0.00000000    0.52600751   0.00000000    0.00000000
311    128.56323624                              58.16114676                              70.40208949          531.56042927          211.97509982           3035874.98028853      0.00000000    0.52679021   0.00000000    0.00000000
312    128.66544108                              58.32959782                              70.33584326          531.16384825          212.58903942           3138314.02558390      0.00000000    0.52755523   0.00000000    0.00000000
313    128.76767650                              58.56533333                              70.20234317          529.85774512          213.44820503           3236241.62423418      0.00000000    0.52830184   0.00000000    0.00000000
314    128.86970575                              58.86960071                              70.00010503          527.62849056          214.55714309           3329391.58549034      0.00000000    0.52902934   0.00000000    0.00000000
315    128.97128689                              59.24273819                              69.72854870          524.46861400          215.91708626           3417497.57695117      0.00000000    0.52973709   0.00000000    0.00000000
316    129.07217571                              59.68415867                              69.38801704          520.37687596          217.52589480           3500293.76238179      0.00000000    0.53042452   0.00000000    0.00000000
317    129.17212869                              60.19234519                              68.97978350          515.35837251          219.37804000           3577515.60975584      0.00000000    0.53109110   0.00000000    0.00000000
318    129.27090593                              60.76485798                              68.50604796          509.42467772          221.46462979           3648900.86927760      0.00000000    0.53173638   0.00000000    0.00000000
319    129.36827415                              61.39835306                              67.96992109          502.59403104          223.77347671           3714190.71843751      0.00000000    0.53235996   0.00000000    0.00000000
320    129.46400946                              62.08861235                              67.37539711          494.89157802          226.28920738           3773131.06844097      0.00000000    0.53296151   0.00000000    0.00000000
321    129.55790020                              62.83058475                              66.72731545          486.34967428          228.99341256           3825474.02366334      0.00000000    0.53354074   0.00000000    0.00000000
322    129.64974950                              63.61843806                              66.03131144          477.00826489          231.86483606           3870979.48316212      0.00000000    0.53409746   0.00000000    0.00000000
323    129.73937778                              64.44562084                              65.29375694          466.91535275          234.87960042           3909416.87075791      0.00000000    0.53463149   0.00000000    0.00000000
324    129.82662495                              65.30493376                              64.52169119          456.12757175          238.01146682           3940566.97781608      0.00000000    0.53514277   0.00000000    0.00000000
325    129.91135246                              66.18860943                              63.72274303          444.71088138          241.23212614           3964223.90065545      0.00000000    0.53563125   0.00000000    0.00000000
326    129.99344505                              67.08839997                              62.90504508          432.74139932          244.51151796           3980197.05251014      0.00000000    0.53609697   0.00000000    0.00000000
327    130.07281224                              67.99567105                              62.07714119          420.30638609          247.81817350           3988313.22820904      0.00000000    0.53654002   0.00000000    0.00000000
328    130.14938952                              68.90150156                              61.24788796          407.50538782          251.11957870           3988418.69823664      0.00000000    0.53696055   0.00000000    0.00000000
329    130.22313922                              69.79678747                              60.42635174          394.45152916          254.38255290           3980381.30762500      0.00000000    0.53735876   0.00000000    0.00000000
330    130.29405104                              70.67234885                              59.62170218          381.27292029          257.57363873           3964092.55421766      0.00000000    0.53773492   0.00000000    0.00000000
331    130.36214232                              71.51903858                              58.84310373          368.11409695          260.65949845           3939469.62025685      0.00000000    0.53808934   0.00000000    0.00000000
332    130.42745786                              72.32785158                              58.09960629          355.13734067          263.60731198           3906457.33098530      0.00000000    0.53842240   0.00000000    0.00000000
333    130.49006953                              73.09003313                              57.40003640          342.52362131          266.38517177           3865030.01403128      0.00000000    0.53873451   0.00000000    0.00000000
334    130.55007541                              73.79718508                              56.75289033          330.47276293          268.96246970           3815193.23375889      0.00000000    0.53902615   0.00000000    0.00000000
335    130.60759872                              74.44136843                              56.16623029          319.20226706          271.31027126           3756985.37551289      0.00000000    0.53929783   0.00000000    0.00000000
336    130.66278642                              75.01520134                              55.64758508          308.94407144          273.40167241           3690479.05576170      0.00000000    0.53955011   0.00000000    0.00000000
337    130.71580745                              75.51195103                              55.20385643          299.93845823          275.21213471           3615782.33552932      0.00000000    0.53978361   0.00000000    0.00000000
338    130.76685076                              75.92561860                              54.84123216          292.42447912          276.71979455           3533039.71619307      0.00000000    0.53999896   0.00000000    0.00000000
339    130.81612308                              76.25101578                              54.56510730          286.62677971          277.90574261           3441797.35249316      0.00000000    0.54019685   0.00000000    0.00000000
340    130.86384643                              76.48383239                              54.38001404          282.73964502          278.75426998           3340093.59848968      0.00000000    0.54037800   0.00000000    0.00000000
341    130.91025551                              76.62069393                              54.28956158          280.91029703          279.25307786           3231253.93045275      0.00000000    0.54054316   0.00000000    0.00000000
342    130.95559482                              76.65920834                              54.29638648          281.22449086          279.39344814           3115593.47996016      0.00000000    0.54069312   0.00000000    0.00000000
343    131.00011577                              76.59800147                              54.40211430          283.69764962          279.17037254           2993462.96029954      0.00000000    0.54082867   0.00000000    0.00000000
344    131.04407360                              76.43674065                              54.60733296          288.27375636          278.58263861           2865247.87464781      0.00000000    0.54095066   0.00000000    0.00000000
345    131.08772431                              76.17614613                              54.91157819          294.83223686          277.63287141           2731367.44281490      0.00000000    0.54105994   0.00000000    0.00000000
346    131.13132154                              75.81799015                              55.31333139          303.20098596          276.32753009           2592273.24885881      0.00000000    0.54115737   0.00000000    0.00000000
347    131.17511346                              75.36508359                              55.81002987          313.17244054          274.67685915           2448447.61481330      0.00000000    0.54124384   0.00000000    0.00000000
348    131.21933978                              74.82125027                              56.39808951          324.51956646          272.69479504           2300401.70866340      0.00000000    0.54132026   0.00000000    0.00000000
349    131.26422879                              74.19128931                              57.07293948          337.00951173          270.39882867           2148673.39751638      0.00000000    0.54138753   0.00000000    0.00000000
350    131.30999453                              73.48092574                              57.82906878          350.41387026          267.80982559           1993824.85962191      0.00000000    0.54144657   0.00000000    0.00000000
351    131.35683419                              72.69675007                              58.66008412          364.51549503          264.95180567           1836439.97146034      0.00000000    0.54149828   0.00000000    0.00000000
352    131.40492568                              71.84614741                              59.55877826          379.11238900          261.85168482           1677121.48851750      0.00000000    0.54154359   0.00000000    0.00000000
353    131.45442536                              70.93721701                              60.51720834          394.01941740          258.53898171           1516488.04057007      0.00000000    0.54158341   0.00000000    0.00000000
354    131.50546614                              69.97868310                              61.52678304          409.06855971          255.04549278           1355170.96429628      0.00000000    0.54161864   0.00000000    0.00000000
355    131.55815581                              68.97979807                              62.57835774          424.10828268          251.40493949           1193810.99777981      0.00000000    0.54165018   0.00000000    0.00000000
356    131.61257565                              67.95023917                              63.66233647          439.00245468          247.65259172           1033054.86297407      0.00000000    0.54167891   0.00000000    0.00000000
357    131.66877937                              66.89999992                              64.76877945          453.62907974          243.82487196           873551.76342510       0.00000000    0.54170570   0.00000000    0.00000000
358    131.72679245                              65.83927741                              65.88751504          467.87902106          239.95894476           715949.82549962       0.00000000    0.54173139   0.00000000    0.00000000
359    131.78661171                              64.77835706                              67.00825465          481.65480841          236.09229648           560892.51202673       0.00000000    0.54175683   0.00000000    0.00000000
360    131.84820534                              63.72749593                              68.12070941          494.86957437          232.26231023           409015.03762602       0.00000000    0.54178280   0.00000000    0.00000000
361    131.91151319                              62.69680622                              69.21470697          507.44613470          228.50584106           260940.81506519       0.00000000    0.54181010   0.00000000    0.00000000
362    131.97644747                              61.69614016                              70.28030731          519.31621078          224.85879660           117277.96176175       0.00000000    0.54183946   0.00000000    0.00000000
363    132.04289378                              60.73497782                              71.30791596          530.41978337          221.35572805           -21384.10497374       0.00000000    0.54187161   0.00000000    0.00000000
364    132.11071240                              59.82231907                              72.28839334          540.70456309          218.02943653           -154477.95616215      0.00000000    0.54190723   0.00000000    0.00000000
365    132.17974004                              58.96658111                              73.21315894          550.12556197          214.91059947           -281294.17026070      0.00000000    0.54194697   0.00000000    0.00000000
366    132.24979172                              58.17550270                              74.07428902          558.64475143          212.02742172           -401210.40963465      0.00000000    0.54199143   0.00000000    0.00000000
367    132.32066300                              57.45605635                              74.86460666          566.23079298          209.40531537           -513811.94769719      0.00000000    0.54204120   0.00000000    0.00000000
368    132.39213253                              56.81436946                              75.57776307          572.85883010          207.06661248           -618669.54229174      0.00000000    0.54209679   0.00000000    0.00000000
369    132.46396463                              56.25565547                              76.20830916          578.51033105          205.03031402           -715391.77580819      0.00000000    0.54215869   0.00000000    0.00000000
370    132.53591223                              55.78415577                              76.75175647          583.17297447          203.31187822           -803626.91495325      0.00000000    0.54222734   0.00000000    0.00000000
371    132.60771990                              55.40309315                              77.20462675          586.84057047          201.92305096           -883064.48034815      0.00000000    0.54230314   0.00000000    0.00000000
372    132.67912692                              55.11463742                              77.56448950          589.51301173          200.87174033           -953436.51646404      0.00000000    0.54238643   0.00000000    0.00000000
373    132.74987058                              54.91988351                              77.82998707          591.19624956          200.16193693           -1014518.55536619     0.00000000    0.54247751   0.00000000    0.00000000
374    132.81968934                              54.81884246                              78.00084688          591.90229111          199.79368099           -1066130.27072463     0.00000000    0.54257663   0.00000000    0.00000000
375    132.88832615                              54.81044539                              78.07788076          591.64921418          199.76307691           -1107739.02211552     0.00000000    0.54268398   0.00000000    0.00000000
376    132.95553162                              54.89256047                              78.06297115          590.46119662          200.06235491           -1139565.27826939     0.00000000    0.54279972   0.00000000    0.00000000
377    133.02106715                              55.06202258                              77.95904456          588.36855714          200.67997939           -1161626.84230640     0.00000000    0.54292394   0.00000000    0.00000000
378    133.08470794                              55.31467555                              77.77003238          585.40780444          201.60080270           -1173932.47408377     0.00000000    0.54305668   0.00000000    0.00000000
379    133.14624585                              55.64542630                              77.50081955          581.62169092          202.80626245           -1176533.96960847     0.00000000    0.54319793   0.00000000    0.00000000
380    133.20549205                              56.04831030                              77.15718176          577.05926620          204.27462030           -1169524.93514088     0.00000000    0.54334765   0.00000000    0.00000000
381    133.26227947                              56.51656770                              76.74571177          571.77592467          205.98123915           -1153039.30584671     0.00000000    0.54350571   0.00000000    0.00000000
382    133.31646496                              57.04272905                              76.27373591          565.83343914          207.89889571           -1127249.62806749     0.00000000    0.54367196   0.00000000    0.00000000
383    133.36793122                              57.61870970                              75.74922152          559.29997024          209.99812454           -1092365.12620566     0.00000000    0.54384619   0.00000000    0.00000000
384    133.41658840                              58.23591175                              75.18067665          552.25003817          212.24758958           -1048629.57690329     0.00000000    0.54402813   0.00000000    0.00000000
385    133.46237535                              58.88533226                              74.57704309          544.76443931          214.61447857           -996319.01461677      0.00000000    0.54421749   0.00000000    0.00000000
386    133.50526055                              59.55767652                              73.94758403          536.93008562          217.06491583           -935739.29384406      0.00000000    0.54441390   0.00000000    0.00000000
387    133.54524272                              60.24347489                              73.30176783          528.83973974          219.56438816           -867223.53414047      0.00000000    0.54461696   0.00000000    0.00000000
388    133.58235100                              60.93320190                              72.64914909          520.59161278          222.07817892           -791129.47465580      0.00000000    0.54482622   0.00000000    0.00000000
389    133.61664480                              61.61739614                              71.99924866          512.28878733          224.57180482           -707836.76523959      0.00000000    0.54504120   0.00000000    0.00000000
390    133.64821331                              62.28677937                              71.36143394          504.03842373          227.01145027           -617744.22119109      0.00000000    0.54526136   0.00000000    0.00000000
391    133.67717458                              62.93237357                              70.74480101          495.95070689          229.36439381           -521267.06848008      0.00000000    0.54548613   0.00000000    0.00000000
392    133.70367431                              63.54561435                              70.15805996          488.13749410          231.59942154           -418834.20573790      0.00000000    0.54571490   0.00000000    0.00000000
393    133.72788429                              64.11845940                              69.60942489          480.71063366          233.68722230           -310885.50852263      0.00000000    0.54594703   0.00000000    0.00000000
394    133.75000048                              64.64349058                              69.10650991          473.77994231          235.60075982           -197869.20030781      0.00000000    0.54618184   0.00000000    0.00000000
395    133.77024087                              65.11400844                              68.65623243          467.45085719          237.31561717           -80239.31334304       0.00000000    0.54641862   0.00000000    0.00000000
396    133.78884296                              65.52411794                              68.26472502          461.82181456          238.81030920           41546.73900157        0.00000000    0.54665662   0.00000000    0.00000000
397    133.80606113                              65.86880433                              67.93725679          456.98145210          240.06655907           167030.45854672       0.00000000    0.54689510   0.00000000    0.00000000
398    133.82216367                              66.14399820                              67.67816547          453.00577674          241.06953529           295754.40936413       0.00000000    0.54713325   0.00000000    0.00000000
399    133.83742974                              66.34662885                              67.49080089          449.95547900          241.80804639           427264.19981183       0.00000000    0.54737026   0.00000000    0.00000000
400    133.85214609                              66.47466540                              67.37748069          447.87359757          242.27469055           561110.28606021       0.00000000    0.54760532   0.00000000    0.00000000
401    133.86660379                              66.52714490                              67.33945889          446.78373589          242.46595823           696849.58605391       0.00000000    0.54783757   0.00000000    0.00000000
402    133.88109481                              66.50418727                              67.37690754          446.68899992          242.38228647           834046.89538979       0.00000000    0.54806617   0.00000000    0.00000000
403    133.89590861                              66.40699668                              67.48891193          447.57176640          242.02806399           972276.09921370       0.00000000    0.54829024   0.00000000    0.00000000
404    133.91132880                              66.23784936                              67.67347944          449.39431043          241.41158682           1111121.17691777      0.00000000    0.54850891   0.00000000    0.00000000
405    133.92762978                              66.00006801                              67.92756177          452.10023540          240.54496488           1250176.99912598      0.00000000    0.54872131   0.00000000    0.00000000
406    133.94507354                              65.69798296                              68.24709059          455.61657265          239.44398058           1389049.91916131      0.00000000    0.54892656   0.00000000    0.00000000
407    133.96390661                              65.33688061                              68.62702601          459.85636545          238.12790085           1527358.16386147      0.00000000    0.54912379   0.00000000    0.00000000
408    133.98435717                              64.92293972                              69.06141746          464.72152889          236.61924488           1664732.03122191      0.00000000    0.54931213   0.00000000    0.00000000
409    134.00663237                              64.46315625                              69.54347612          470.10578383          234.94351026           1800813.90486150      0.00000000    0.54949072   0.00000000    0.00000000
410    134.03091592                              63.96525769                              70.06565823          475.89749263          233.12886077           1935258.09770228      0.00000000    0.54965871   0.00000000    0.00000000
411    134.05736599                              63.43760791                              70.61975808          481.98226702          231.20577943           2067730.53949288      0.00000000    0.54981528   0.00000000    0.00000000
412    134.08611334                              62.88910354                              71.19700980          488.24526617          229.20669114           2197908.32486335      0.00000000    0.54995960   0.00000000    0.00000000
413    134.11725987                              62.32906338                              71.78819649          494.57314570          227.16555930           2325479.14044411      0.00000000    0.55009088   0.00000000    0.00000000
414    134.15087747                              61.76711191                              72.38376556          500.85565418          225.11746143           2450140.59118989      0.00000000    0.55020835   0.00000000    0.00000000
415    134.18700723                              61.21305846                              72.97394877          506.98689816          223.09814885           2571599.44739602      0.00000000    0.55031127   0.00000000    0.00000000
416    134.22565906                              60.67677356                              73.54888550          512.86631278          221.14359585           2689570.83495820      0.00000000    0.55039892   0.00000000    0.00000000
417    134.26681170                              60.16806387                              74.09874783          518.39938197          219.28954389           2803777.39218761      0.00000000    0.55047061   0.00000000    0.00000000
418    134.31041305                              59.69654725                              74.61386580          523.49815370          217.57104642           2913948.41693782      0.00000000    0.55052571   0.00000000    0.00000000
419    134.35638094                              59.27152961                              75.08485133          528.08159356          216.02201995           3019819.02791586      0.00000000    0.55056360   0.00000000    0.00000000
420    134.40460426                              58.90188499                              75.50271926          532.07581491          214.67480693           3121129.36382744      0.00000000    0.55058370   0.00000000    0.00000000
421    134.45494443                              58.59594036                              75.85900407          535.41421834          213.55975594           3217623.84344625      0.00000000    0.55058548   0.00000000    0.00000000
